Date Time,Elapsed,Control,Blank,Dox 6.25,NVB 2.5,Dox 12.5,NVB 5,Dox 25,NVB 10,Dox 50,NVB 20,Dox 100,NVB 40,Dox 200,NVB 80,Dox 400,NVB 160
10/12/2017 18:30,30,0.057,0.0041,0.0926,0.1182,0.0386,0.0929,0.0745,0.0585,0.0595,0.1096,0.0688,0.214,0.0799,0.2651,0.1401,0.2392
10/12/2017 21:28,32.9667,0.0588,0.0046,0.0769,0.112,0.0383,0.0878,0.0697,0.0574,0.052,0.1062,0.0717,0.2181,0.0779,0.3105,0.1404,0.2587
10/13/2017 0:30,36,0.0578,0.0044,0.0751,0.104,0.0386,0.078,0.0695,0.0516,0.0518,0.1048,0.0709,0.2258,0.0784,0.3248,0.1389,0.291
10/13/2017 3:30,39,0.0533,0.0046,0.0719,0.1025,0.0395,0.0784,0.0681,0.0484,0.054,0.0965,0.0849,0.225,0.0775,0.3229,0.1354,0.3097
10/13/2017 6:30,42,0.0508,0.0039,0.0665,0.0959,0.0393,0.0744,0.0716,0.0462,0.0558,0.098,0.0858,0.2374,0.0733,0.3494,0.1298,0.3224
10/13/2017 9:30,45,0.0441,0.0042,0.0617,0.0919,0.04,0.0672,0.072,0.045,0.0607,0.0895,0.0856,0.2599,0.0698,0.3503,0.1042,0.337
10/13/2017 12:30,48,0.0396,0.0042,0.0492,0.0855,0.038,0.0722,0.0721,0.0453,0.0583,0.0941,0.0797,0.2681,0.0747,0.3514,0.1274,0.3524
10/13/2017 15:30,51,0.0345,0.0035,0.0431,0.0822,0.0345,0.0608,0.0669,0.0419,0.0541,0.0906,0.0858,0.2594,0.0697,0.3605,0.1215,0.3589
10/13/2017 18:30,54,0.0359,0.0045,0.0411,0.0828,0.0333,0.0611,0.0664,0.0423,0.0571,0.0978,0.0849,0.2752,0.0715,0.3685,0.1411,0.3732
10/13/2017 21:28,56.9667,0.0344,0.0036,0.0402,0.082,0.036,0.0567,0.0664,0.0415,0.0531,0.0899,0.0844,0.2743,0.0704,0.3548,0.138,0.3682
10/14/2017 0:30,60,0.0345,0.0036,0.0411,0.0804,0.0328,0.0602,0.0652,0.0431,0.0534,0.0895,0.0928,0.2759,0.0716,0.3337,0.133,0.3695
10/14/2017 3:30,63,0.0339,0.0043,0.0358,0.0761,0.0326,0.0615,0.0655,0.0446,0.0511,0.0914,0.0946,0.2756,0.0745,0.3447,0.1212,0.3741
10/14/2017 6:30,66,0.0307,0.004,0.0366,0.079,0.0316,0.059,0.0565,0.043,0.0523,0.0859,0.1047,0.2643,0.0753,0.3405,0.145,0.3721
10/14/2017 9:30,69,0.0263,0.0031,0.0346,0.0711,0.03,0.0555,0.0524,0.0373,0.0528,0.0754,0.1086,0.2484,0.0723,0.353,0.1336,0.3592
10/14/2017 12:30,72,0.0298,0.0033,0.0322,0.0633,0.0292,0.0534,0.0523,0.0336,0.0562,0.069,0.1088,0.2538,0.0687,0.3773,0.1287,0.3501
10/11/2017 12:30,0,0.045,0.005,0.0529,0.1073,0.0547,0.0473,0.0677,0.0391,0.0569,0.0566,0.055,0.0541,0.066,0.0684,0.0659,0.0418
10/11/2017 15:30,3,0.0818,0.0066,0.0843,0.1374,0.0655,0.0736,0.0787,0.0638,0.0799,0.1035,0.0705,0.0662,0.0786,0.1011,0.0873,0.0627
10/11/2017 18:30,6,0.0809,0.0066,0.1025,0.1599,0.0796,0.0995,0.0919,0.0699,0.1133,0.1079,0.0793,0.0906,0.081,0.1419,0.1231,0.0965
10/11/2017 21:28,8.9667,0.0887,0.0064,0.1097,0.1311,0.0801,0.114,0.0965,0.0747,0.1039,0.0983,0.081,0.1009,0.0856,0.167,0.1104,0.1259
10/12/2017 0:30,12,0.079,0.0058,0.1137,0.1232,0.0764,0.1151,0.0942,0.0771,0.1136,0.0982,0.0782,0.1126,0.0858,0.1765,0.113,0.135
10/12/2017 3:30,15,0.0786,0.006,0.0974,0.1187,0.0706,0.1144,0.0921,0.0839,0.0951,0.1068,0.0672,0.1131,0.0831,0.185,0.108,0.1445
10/12/2017 6:30,18,0.0773,0.0064,0.0918,0.118,0.063,0.1061,0.0951,0.0828,0.0874,0.1059,0.0673,0.111,0.0794,0.1872,0.1008,0.1574
10/12/2017 9:30,21,0.0685,0.0053,0.0859,0.1167,0.0625,0.0987,0.0888,0.0757,0.0796,0.1022,0.0598,0.1193,0.0736,0.2004,0.0956,0.1777
10/12/2017 12:30,24,0.0619,0.0061,0.0799,0.1098,0.0526,0.0988,0.0847,0.0688,0.0757,0.102,0.0549,0.1304,0.0779,0.2129,0.0911,0.1863
10/12/2017 15:30,27,0.0691,0.0057,0.0843,0.0972,0.056,0.1025,0.07,0.0677,0.074,0.1043,0.0529,0.1623,0.0748,0.2314,0.0887,0.2124
10/12/2017 18:30,30,0.0648,0.0054,0.0761,0.0883,0.0493,0.1029,0.0672,0.0598,0.0685,0.1027,0.0512,0.179,0.0726,0.253,0.0804,0.2248
10/12/2017 21:28,32.9667,0.0603,0.0055,0.0733,0.0838,0.0459,0.0942,0.0733,0.0578,0.0629,0.1088,0.0489,0.1933,0.0715,0.2761,0.0708,0.2531
10/13/2017 0:30,36,0.0602,0.0058,0.0752,0.0839,0.0433,0.0882,0.0689,0.0485,0.0706,0.1136,0.0441,0.2176,0.0707,0.3033,0.0651,0.2899
10/13/2017 3:30,39,0.0536,0.0051,0.0706,0.0799,0.0445,0.0803,0.0682,0.0441,0.0718,0.1045,0.0526,0.2205,0.0668,0.3375,0.0596,0.3301
10/13/2017 6:30,42,0.0513,0.0081,0.0677,0.0824,0.0428,0.0847,0.0681,0.0393,0.079,0.0986,0.0576,0.219,0.0675,0.359,0.0553,0.3632
10/13/2017 9:30,45,0.0537,0.0081,0.0714,0.079,0.0374,0.0771,0.067,0.0401,0.0773,0.0957,0.0625,0.2209,0.0677,0.3691,0.0577,0.3919
10/13/2017 12:30,48,0.0511,0.007,0.0683,0.0833,0.0376,0.0756,0.0623,0.0386,0.0776,0.0935,0.0593,0.232,0.0654,0.3538,0.057,0.4112
10/13/2017 15:30,51,0.0442,0.0071,0.0685,0.0778,0.034,0.0732,0.0628,0.0364,0.0772,0.0845,0.0591,0.2362,0.0643,0.345,0.0546,0.4097
10/13/2017 18:30,54,0.0429,0.0073,0.0617,0.0776,0.0359,0.0704,0.0656,0.0357,0.0769,0.0885,0.0681,0.2495,0.0726,0.3501,0.0523,0.4028
10/13/2017 21:28,56.9667,0.0382,0.0074,0.0537,0.0725,0.0347,0.0709,0.0615,0.0376,0.0695,0.0839,0.076,0.2498,0.0707,0.3322,0.0528,0.395
10/14/2017 0:30,60,0.0379,0.0073,0.0522,0.0718,0.0328,0.0669,0.0593,0.031,0.0676,0.08,0.0768,0.249,0.0673,0.3316,0.052,0.3809
10/14/2017 3:30,63,0.0371,0.0075,0.0492,0.0756,0.0342,0.0623,0.0578,0.0307,0.0737,0.0718,0.0888,0.2391,0.0623,0.3394,0.0496,0.3658
10/14/2017 6:30,66,0.033,0.0072,0.0496,0.0744,0.0337,0.0684,0.0611,0.0297,0.0818,0.0679,0.0986,0.2287,0.0653,0.3202,0.0496,0.3534
10/14/2017 9:30,69,0.0365,0.0066,0.0523,0.0697,0.0322,0.0627,0.0546,0.0298,0.0837,0.0623,0.0967,0.2151,0.064,0.3238,0.0539,0.343
10/14/2017 12:30,72,0.0392,0.006,0.0455,0.0659,0.0307,0.0593,0.0454,0.0245,0.0833,0.0616,0.0963,0.2151,0.0689,0.3266,0.051,0.3352
10/11/2017 12:30,0,0.069,0.0116,0.1477,0.0403,0.0333,0.0646,0.0622,0.0866,0.0571,0.0811,0.0759,0.0613,0.0785,0.0701,0.0829,0.0567
10/11/2017 15:30,3,0.1085,0.0257,0.1743,0.101,0.0664,0.1033,0.0697,0.1369,0.0864,0.1217,0.0865,0.1237,0.113,0.1105,0.0602,0.1035
10/11/2017 18:30,6,0.1652,0.0277,0.2269,0.1425,0.0695,0.1128,0.0756,0.166,0.1269,0.1119,0.0911,0.2029,0.132,0.1554,0.0585,0.1663
10/11/2017 21:28,8.9667,0.1721,0.0275,0.2361,0.1519,0.0748,0.1197,0.0837,0.1576,0.1382,0.1179,0.0823,0.2025,0.1375,0.1561,0.0635,0.1778
10/12/2017 0:30,12,0.1744,0.0278,0.2171,0.1334,0.0812,0.1101,0.079,0.1445,0.1204,0.1141,0.0781,0.1859,0.1223,0.1566,0.0807,0.1665
10/12/2017 3:30,15,0.1571,0.0174,0.21,0.1299,0.0783,0.0985,0.0718,0.1336,0.112,0.1133,0.0733,0.1804,0.1045,0.1517,0.0791,0.1757
10/12/2017 6:30,18,0.1508,0.0183,0.193,0.1195,0.077,0.0973,0.0634,0.1328,0.1008,0.1063,0.0688,0.1811,0.094,0.1524,0.0684,0.1906
10/12/2017 9:30,21,0.1432,0.0245,0.1963,0.1184,0.0727,0.0952,0.0606,0.1372,0.1096,0.1242,0.0744,0.1866,0.0899,0.1473,0.0488,0.2307
10/12/2017 12:30,24,0.1377,0.0233,0.1706,0.1126,0.0707,0.0975,0.06,0.1378,0.1122,0.1363,0.0772,0.1949,0.0762,0.1747,0.0534,0.255
10/12/2017 15:30,27,0.1397,0.0242,0.1689,0.1105,0.0668,0.0955,0.0588,0.1386,0.1054,0.1336,0.0812,0.2252,0.0702,0.2209,0.0571,0.2849
10/12/2017 18:30,30,0.131,0.0229,0.1671,0.1158,0.0586,0.0892,0.0645,0.1337,0.1121,0.1301,0.0761,0.2378,0.0709,0.2535,0.0608,0.2897
10/12/2017 21:28,32.9667,0.1301,0.0232,0.1556,0.1111,0.0625,0.0905,0.0679,0.1235,0.1125,0.1233,0.074,0.2434,0.0616,0.266,0.0627,0.289
10/13/2017 0:30,36,0.1193,0.022,0.1448,0.1067,0.064,0.0917,0.0703,0.125,0.1061,0.1208,0.06,0.2506,0.0641,0.2851,0.0569,0.303
10/13/2017 3:30,39,0.1161,0.0216,0.1513,0.1104,0.0591,0.0883,0.0691,0.1302,0.1075,0.1203,0.0538,0.2588,0.0594,0.2986,0.0532,0.3264
10/13/2017 6:30,42,0.1066,0.0224,0.1488,0.1087,0.0574,0.0827,0.0655,0.1347,0.1161,0.1146,0.0551,0.2713,0.0634,0.3209,0.0548,0.3449
10/13/2017 9:30,45,0.1012,0.0218,0.148,0.1069,0.0624,0.0823,0.0599,0.1333,0.1157,0.1122,0.0606,0.277,0.069,0.333,0.0536,0.3573
10/13/2017 12:30,48,0.0981,0.0214,0.1427,0.103,0.0561,0.078,0.0582,0.1307,0.1196,0.103,0.0546,0.274,0.0692,0.3525,0.0521,0.3659
10/13/2017 15:30,51,0.0887,0.0209,0.1384,0.0951,0.0543,0.0792,0.0576,0.1212,0.108,0.1024,0.0556,0.2839,0.0676,0.3565,0.0493,0.3641
10/13/2017 18:30,54,0.0875,0.0199,0.1323,0.0915,0.0521,0.0751,0.0568,0.1118,0.1072,0.0995,0.0641,0.2854,0.0604,0.3561,0.0514,0.3612
10/13/2017 21:28,56.9667,0.0827,0.0204,0.131,0.0934,0.0482,0.0691,0.0431,0.1087,0.1018,0.0976,0.0589,0.2774,0.0556,0.3499,0.0493,0.3567
10/14/2017 0:30,60,0.0777,0.0187,0.1311,0.0924,0.0431,0.0649,0.0401,0.1068,0.1045,0.0993,0.0686,0.2819,0.0591,0.3438,0.0488,0.3598
10/14/2017 3:30,63,0.07,0.0181,0.1321,0.0868,0.0412,0.0548,0.0348,0.1025,0.1103,0.0947,0.0715,0.2782,0.0604,0.3495,0.0524,0.3491
10/14/2017 6:30,66,0.0703,0.0197,0.1284,0.0806,0.0403,0.0537,0.0335,0.1008,0.1042,0.0856,0.0709,0.2779,0.0585,0.3503,0.049,0.3513
10/14/2017 9:30,69,0.0697,0.0174,0.1267,0.0774,0.0361,0.0503,0.029,0.0987,0.1006,0.086,0.0708,0.2786,0.0569,0.3513,0.0432,0.3452
10/14/2017 12:30,72,0.0665,0.0179,0.1215,0.0789,0.0323,0.0478,0.028,0.0944,0.1036,0.0879,0.0714,0.2815,0.0517,0.353,0.0606,0.3508
