Date Time,Elapsed,Control,R 1,Dox 12.5,NVB 2.5,Dox 25,NVB 5,Dox 50,NVB 10,Dox 100,NVB 20
3/6/2017 0:00,60,45.9759,38.4119,45.0136,43.4402,45.1704,47.7343,23.3273,34.438,17.8194,20.9006
3/6/2017 3:00,63,49.4889,44.1692,51.3093,46.737,49.7576,52.1079,24.7476,36.5647,18.4036,21.5013
3/6/2017 6:00,66,55.513,47.7604,56.4628,51.9337,54.1364,54.1893,26.0986,39.0851,18.7004,22.7955
3/6/2017 9:00,69,62.0486,52.2823,62.3109,61.8736,56.8982,61.7822,27.9349,41.3462,19.2396,23.9963
3/6/2017 12:00,72,68.3054,59.3357,69.085,64.2203,65.4133,70.8159,30.952,49.6787,21.348,27.2365
3/3/2017 12:00,0,5.892,5.7178,6.4489,5.1652,6.751,6.7249,6.7006,5.7293,6.4702,6.769
3/3/2017 15:00,3,6.8992,6.595,7.1584,5.9579,6.9994,7.8211,7.2802,6.3053,6.9308,6.9407
3/3/2017 18:00,6,8.1143,7.1202,8.0789,6.6644,8.3337,9.1436,8.56,7.0458,7.8485,7.3276
3/3/2017 21:00,9,8.906,7.7955,9.2113,7.4381,9.3231,10.2953,8.965,7.5641,8.4033,8.3509
3/4/2017 0:00,12,10.0263,9.433,10.5674,8.2521,9.9976,11.2959,9.6544,8.1509,9.3595,8.5722
3/4/2017 3:00,15,11.3431,10.4829,11.2674,9.879,11.0968,11.972,9.8876,9.1221,9.6075,9.2777
3/4/2017 6:00,18,12.5563,10.9659,13.4613,10.6047,12.4536,13.835,10.8415,10.7394,10.6495,9.8743
3/4/2017 9:00,21,13.0486,12.791,13.2449,11.5725,13.4444,15.4751,11.6789,12.2646,11.3377,11.1438
3/4/2017 12:00,24,12.7458,12.8096,13.9557,11.8069,13.6936,15.365,11.6794,11.6039,11.3393,11.5298
3/4/2017 15:00,27,15.3329,14.8192,15.5005,14.0903,15.0357,16.9073,12.8301,13.446,11.7132,12.9306
3/4/2017 18:00,30,16.9325,15.4189,17.3012,15.2501,15.8642,18.5692,13.9122,14.8668,12.8695,13.1381
3/4/2017 21:00,33,17.712,15.964,19.1879,16.3713,17.2993,19.3934,14.9015,14.4425,13.8972,13.8073
3/5/2017 0:00,36,18.3999,16.9485,20.5806,17.7148,18.4577,21.3463,15.2438,17.4342,13.2038,14.0422
3/5/2017 3:00,39,20.1436,17.8288,22.1822,17.9372,19.8589,25.2685,16.1742,17.2953,13.623,14.6632
3/5/2017 6:00,42,23.0595,21.9848,24.9222,21.3001,21.6308,27.1573,17.3941,19.6986,14.6515,15.3283
3/5/2017 9:00,45,25.4144,25.0962,26.7003,22.4007,25.4253,29.9874,18.9592,20.3157,15.6162,16.1792
3/5/2017 12:00,48,31.1748,32.1426,33.5227,30.5905,29.7707,34.3628,22.1609,25.0648,17.6669,18.3745
3/5/2017 15:00,51,35.8731,30.7156,36.7175,33.0203,31.4013,37.958,23.4592,28.7643,18.6266,19.4851
3/5/2017 18:00,54,37.4695,37.1563,40.6564,35.798,34.0589,42.7791,24.9846,31.2097,20.2405,21.0107
3/5/2017 21:00,57,39.9472,35.6967,40.7479,35.9678,34.8291,45.3843,23.7302,31.4268,19.5729,19.9175
3/6/2017 0:00,60,43.8686,37.5654,46.901,40.3754,37.0705,47.4636,24.7022,32.2897,19.5689,21.0172
3/6/2017 3:00,63,48.3531,44.7364,51.9597,44.7322,43.7668,50.407,26.0373,34.9989,19.2732,21.169
3/6/2017 6:00,66,54.7272,50.8677,56.0312,49.207,46.643,59.0274,27.9427,40.1614,19.9892,22.3051
3/6/2017 9:00,69,54.4166,55.211,57.7511,52.0274,51.1203,63.5325,29.701,45.8311,20.5997,21.3393
3/6/2017 12:00,72,66.5661,62.7068,70.4496,59.8154,57.2985,69.916,32.8048,50.0613,24.3642,26.5631
3/3/2017 12:00,0,5.8738,5.3267,6.2968,5.2609,7.409,6.117,6.3342,5.8218,6.826,5.8578
3/3/2017 15:00,3,7.1577,5.8188,7.2675,5.4554,8.253,6.7903,7.2202,6.5195,7.8506,6.1649
3/3/2017 18:00,6,8.18,6.9202,7.9789,6.4753,9.1616,7.8167,8.1077,7.13,9.0711,6.797
3/3/2017 21:00,9,9.0521,7.6455,8.5295,7.1425,10.6268,8.6375,8.9178,8.1349,10.0091,7.0014
3/4/2017 0:00,12,10.2124,8.9936,9.7368,8.2608,11.8266,9.2931,10.1036,9.2674,10.5017,7.4735
3/4/2017 3:00,15,11.6527,9.6305,10.8781,8.7175,12.814,10.6391,10.5601,10.0264,10.6919,8.4101
3/4/2017 6:00,18,12.5016,10.2268,12.0931,9.6611,13.3586,11.9143,10.9509,12.6838,11.7507,9.0075
3/4/2017 9:00,21,13.5211,11.5803,13.4222,10.3524,15.8539,13.3387,11.9738,13.2974,12.5431,10.2555
3/4/2017 12:00,24,12.9291,12.1054,12.8911,9.3745,15.0277,12.4037,11.584,13.0439,11.8876,10.4454
3/4/2017 15:00,27,16.1808,12.8838,15.0963,11.4627,18.8325,14.345,12.7799,14.0779,13.2956,11.2564
3/4/2017 18:00,30,16.6951,14.3728,15.9555,11.8522,18.7378,15.7717,13.3858,15.4211,13.8223,11.0721
3/4/2017 21:00,33,17.2188,15.5713,17.5771,12.8486,21.4718,16.6136,14.0059,16.7234,14.6708,11.4058
3/5/2017 0:00,36,20.2051,16.6052,20.142,14.5011,21.1055,18.32,14.6194,17.869,14.7361,11.8104
3/5/2017 3:00,39,21.797,18.7289,22.2786,15.6426,25.4014,20.4358,15.7564,20.3176,16.2071,13.287
3/5/2017 6:00,42,23.9983,19.4963,23.4374,18.4543,26.5637,21.3076,16.8048,21.4784,16.813,13.5834
3/5/2017 9:00,45,25.5493,21.9709,25.5575,18.4811,28.3974,24.2594,17.3004,22.1974,17.7513,14.6536
3/5/2017 12:00,48,32.548,28.2322,30.9446,23.8739,33.7834,29.7386,20.9256,27.1332,19.8957,16.8439
3/5/2017 15:00,51,35.1348,29.3247,34.8697,26.3341,37.9491,32.3114,21.5106,27.5351,20.0509,17.5625
3/5/2017 18:00,54,37.4355,33.5316,37.3683,26.4103,42.6367,36.7982,23.5244,31.3984,22.1218,18.6622
3/5/2017 21:00,57,40.1309,33.0876,41.1989,29.9956,42.4309,38.689,24.1974,32.6921,21.2384,18.1849
3/6/2017 0:00,60,41.8477,34.5655,43.2196,31.9633,45.8383,44.7614,26.6273,34.9514,21.8344,19.6878
3/6/2017 3:00,63,44.2853,36.4882,49.7861,33.6785,50.899,45.9765,26.2027,36.4603,22.5642,19.1278
3/6/2017 6:00,66,50.7733,41.3349,53.6406,38.7971,52.5413,47.3019,29.6504,42.1251,21.791,19.8769
3/6/2017 9:00,69,57.0634,47.4741,57.8234,44.4236,59.8146,55.4026,30.5491,45.6376,23.5817,21.2818
3/6/2017 12:00,72,65.1641,59.6974,64.664,50.2182,70.1175,64.3108,36.5676,51.7432,25.6587,23.3969
