Date Time,Elapsed,Control,R 1,Dox 12.5,NVB 2.5,Dox 25,NVB 5,Dox 50,NVB 10,Dox 100,NVB 20,Dox 200,NVB 40,"Dox 12.5, R 1","NVB 2.5, R 1","Dox 25, R 1","NVB 5, R 1","Dox 50, R 1","NVB 10, R 1","Dox 100, R 1","NVB 20, R 1"
3/5/2017 12:00,48,0.12,0.0894,0.0515,0.1001,0.0845,0.1487,0.112,0.1201,0.1134,0.1085,0.1334,0.2118,0.1093,0.1429,0.0704,0.0843,0.1181,0.0935,0.1575,0.1606
3/5/2017 15:00,51,0.1223,0.1012,0.0422,0.1167,0.0948,0.109,0.137,0.1334,0.1378,0.1531,0.1409,0.2356,0.1199,0.1764,0.0956,0.1014,0.1633,0.1009,0.2017,0.1824
3/5/2017 18:00,54,0.1341,0.1081,0.0456,0.1112,0.0981,0.1096,0.1329,0.1349,0.1443,0.1686,0.1385,0.2609,0.1191,0.1942,0.0978,0.0941,0.1613,0.1037,0.2159,0.211
3/5/2017 21:00,57,0.1177,0.0916,0.0448,0.0986,0.0938,0.0998,0.1318,0.1294,0.136,0.1569,0.1313,0.2326,0.108,0.1809,0.091,0.0837,0.1498,0.0863,0.1983,0.1979
3/6/2017 0:00,60,0.1039,0.0879,0.0364,0.0973,0.0881,0.0944,0.1183,0.1205,0.1314,0.1598,0.1242,0.2301,0.1006,0.1752,0.0877,0.0789,0.1527,0.0822,0.1845,0.1905
3/6/2017 3:00,63,0.1022,0.0812,0.0373,0.0893,0.0857,0.0915,0.1102,0.1115,0.125,0.1574,0.1149,0.235,0.0951,0.1698,0.0887,0.0747,0.1462,0.0815,0.1804,0.1856
3/6/2017 6:00,66,0.0992,0.0832,0.0376,0.0927,0.0832,0.0866,0.1067,0.1079,0.1239,0.1547,0.1168,0.24,0.0927,0.162,0.0815,0.0704,0.144,0.0819,0.1817,0.1831
3/6/2017 9:00,69,0.0915,0.084,0.0353,0.0894,0.0853,0.0816,0.1052,0.1044,0.1212,0.1486,0.1164,0.2362,0.0897,0.153,0.0781,0.0709,0.1374,0.0801,0.1735,0.1767
3/6/2017 12:00,72,0.1067,0.1037,0.0413,0.1057,0.0901,0.0981,0.1181,0.1279,0.137,0.1766,0.1375,0.287,0.1156,0.2016,0.0991,0.0843,0.1597,0.0915,0.2023,0.2197
3/3/2017 12:00,0,0.0678,0.0335,0.0359,0.0293,0.0567,0.0575,0.066,0.0611,0.0193,0.0344,0.0447,0.0482,0.0428,0.0355,0.2829,0.0307,0.0767,0.0383,0.0387,0.0514
3/3/2017 15:00,3,0.1029,0.0667,0.0494,0.0403,0.0896,0.0771,0.0817,0.0894,0.049,0.0507,0.0566,0.071,0.0534,0.0555,0.2803,0.0548,0.1374,0.0764,0.0921,0.0887
3/3/2017 18:00,6,0.1386,0.11,0.0805,0.0897,0.1076,0.1434,0.1215,0.1304,0.0897,0.1089,0.0967,0.1221,0.1018,0.1139,0.2846,0.0887,0.1635,0.1021,0.1762,0.1412
3/3/2017 21:00,9,0.1399,0.0986,0.0785,0.0807,0.1067,0.1372,0.1266,0.1338,0.083,0.1036,0.0921,0.116,0.1013,0.1173,0.2892,0.1018,0.1441,0.1051,0.1704,0.1396
3/4/2017 0:00,12,0.1325,0.1028,0.0854,0.0834,0.1119,0.1268,0.1267,0.1206,0.0837,0.1003,0.0753,0.1135,0.0995,0.1274,0.2732,0.0982,0.1347,0.1046,0.1517,0.1366
3/4/2017 3:00,15,0.1227,0.1015,0.0859,0.0778,0.1119,0.1276,0.1248,0.1104,0.0791,0.1025,0.0736,0.115,0.0981,0.1273,0.2376,0.0942,0.1143,0.1027,0.1415,0.1333
3/4/2017 6:00,18,0.1175,0.0998,0.0878,0.0701,0.103,0.1257,0.1294,0.1055,0.0738,0.1004,0.074,0.116,0.0962,0.1136,0.2366,0.0952,0.1101,0.0983,0.1327,0.1311
3/4/2017 9:00,21,0.1093,0.0975,0.0887,0.0637,0.1035,0.1202,0.1342,0.0993,0.0724,0.0966,0.0709,0.1166,0.0867,0.1041,0.2236,0.0915,0.1067,0.0976,0.1241,0.1323
3/4/2017 12:00,24,0.0908,0.0835,0.0856,0.0522,0.09,0.1005,0.1244,0.0986,0.0665,0.089,0.0691,0.1202,0.0809,0.0909,0.1937,0.0751,0.1157,0.0885,0.1126,0.1312
3/4/2017 15:00,27,0.1288,0.0883,0.0848,0.0767,0.1114,0.1125,0.1248,0.1106,0.0847,0.1009,0.0853,0.1434,0.0998,0.1097,0.1844,0.0781,0.1617,0.1008,0.1367,0.13
3/4/2017 18:00,30,0.1256,0.0844,0.0959,0.0728,0.1157,0.1045,0.1296,0.0981,0.0882,0.1032,0.0749,0.1543,0.0974,0.1103,0.1534,0.0728,0.1737,0.1013,0.143,0.1391
3/4/2017 21:00,33,0.116,0.0772,0.0883,0.0674,0.1113,0.0933,0.1241,0.0944,0.0846,0.0942,0.0732,0.1466,0.0936,0.1041,0.1426,0.0643,0.1685,0.1122,0.1372,0.1296
3/5/2017 0:00,36,0.1121,0.076,0.0855,0.0703,0.1092,0.0905,0.1204,0.0878,0.0864,0.1013,0.0697,0.1455,0.0895,0.1,0.1352,0.062,0.157,0.1051,0.131,0.1275
3/5/2017 3:00,39,0.1064,0.0742,0.0767,0.0707,0.0982,0.078,0.1131,0.083,0.0856,0.1043,0.0759,0.1394,0.0897,0.0956,0.1316,0.0638,0.1516,0.1033,0.1288,0.1286
3/5/2017 6:00,42,0.1017,0.0707,0.0701,0.0636,0.092,0.0764,0.1177,0.0761,0.0873,0.1015,0.0746,0.1342,0.0861,0.0944,0.1281,0.061,0.1557,0.1061,0.1318,0.1251
3/5/2017 9:00,45,0.0935,0.0706,0.0648,0.0614,0.1003,0.0731,0.1167,0.0853,0.0826,0.0964,0.0732,0.1336,0.075,0.0904,0.1216,0.0587,0.1494,0.1026,0.1303,0.1237
3/5/2017 12:00,48,0.1116,0.0834,0.0765,0.078,0.1259,0.113,0.1296,0.121,0.1055,0.1249,0.0923,0.1702,0.1135,0.1045,0.1499,0.0629,0.174,0.1111,0.17,0.1504
3/5/2017 15:00,51,0.101,0.1004,0.0881,0.08,0.129,0.1051,0.1424,0.1298,0.1107,0.1136,0.1187,0.1835,0.1275,0.088,0.1404,0.0959,0.1669,0.1461,0.2013,0.1652
3/5/2017 18:00,54,0.1042,0.0971,0.0902,0.0833,0.1317,0.0935,0.1438,0.1261,0.1163,0.1237,0.1231,0.1965,0.134,0.0945,0.1497,0.0991,0.1712,0.1393,0.2026,0.1775
3/5/2017 21:00,57,0.0877,0.0854,0.0884,0.0739,0.1237,0.0824,0.1184,0.1215,0.0992,0.1061,0.1151,0.1876,0.1287,0.0864,0.1335,0.0846,0.1605,0.1241,0.192,0.1648
3/6/2017 0:00,60,0.0862,0.0831,0.0812,0.0696,0.1063,0.0749,0.1194,0.121,0.0923,0.1017,0.1119,0.1764,0.1268,0.0767,0.1252,0.0832,0.158,0.1173,0.1794,0.1634
3/6/2017 3:00,63,0.0852,0.0768,0.0756,0.0666,0.1062,0.0903,0.1144,0.1194,0.0907,0.0978,0.106,0.1752,0.1183,0.0772,0.1196,0.0791,0.1412,0.1092,0.1728,0.1662
3/6/2017 6:00,66,0.0807,0.0718,0.071,0.0572,0.1026,0.0871,0.1105,0.1165,0.0894,0.095,0.1061,0.1762,0.1138,0.0713,0.1086,0.0735,0.1393,0.1093,0.1711,0.1697
3/6/2017 9:00,69,0.0804,0.0686,0.0598,0.0562,0.1021,0.0907,0.1101,0.118,0.0966,0.094,0.1034,0.1808,0.1134,0.0732,0.1088,0.0779,0.133,0.1072,0.1696,0.1697
3/6/2017 12:00,72,0.0977,0.0812,0.0646,0.0737,0.1079,0.112,0.1283,0.1304,0.1178,0.1315,0.1319,0.2465,0.1311,0.0959,0.1175,0.083,0.1767,0.1255,0.2292,0.2156
3/3/2017 12:00,0,0.0894,0.058,0.0409,0.0253,0.0547,0.0194,0.0562,0.0229,0.044,0.0186,0.021,0.0599,0.5292,0.1088,0.0327,0.039,0.0287,0.0297,0.0392,0.0351
3/3/2017 15:00,3,0.1614,0.1111,0.0609,0.0723,0.0924,0.0281,0.0883,0.0386,0.0634,0.0278,0.0366,0.0751,0.5533,0.2111,0.0505,0.0503,0.0437,0.0529,0.0606,0.0762
3/3/2017 18:00,6,0.2483,0.1392,0.1237,0.1202,0.1649,0.0751,0.122,0.0813,0.1342,0.0522,0.0916,0.1613,0.3325,0.2364,0.1103,0.0705,0.0465,0.0672,0.105,0.0872
3/3/2017 21:00,9,0.2487,0.1457,0.113,0.1131,0.1492,0.0746,0.1219,0.0858,0.1283,0.0508,0.0883,0.1663,0.111,0.2476,0.107,0.0746,0.0456,0.0762,0.1055,0.0982
3/4/2017 0:00,12,0.2475,0.1406,0.0982,0.1191,0.1379,0.0811,0.1162,0.081,0.13,0.0531,0.0805,0.1598,0.1052,0.2601,0.1043,0.0696,0.049,0.0805,0.1041,0.0954
3/4/2017 3:00,15,0.2307,0.1326,0.0969,0.1142,0.1259,0.0766,0.1077,0.0799,0.1267,0.0505,0.0778,0.1499,0.0972,0.2531,0.1005,0.0618,0.0521,0.0849,0.0974,0.0943
3/4/2017 6:00,18,0.2291,0.131,0.0932,0.1148,0.1204,0.0742,0.1105,0.078,0.1222,0.0495,0.0769,0.1504,0.0874,0.2449,0.0999,0.0632,0.0563,0.08,0.1061,0.0947
3/4/2017 9:00,21,0.2353,0.1252,0.0838,0.1091,0.1152,0.0677,0.1127,0.0747,0.1182,0.052,0.0774,0.1449,0.0724,0.2239,0.0921,0.0614,0.0503,0.0784,0.0964,0.0974
3/4/2017 12:00,24,0.2057,0.1102,0.0667,0.1,0.1081,0.0594,0.1043,0.0695,0.1084,0.0513,0.0671,0.129,0.0635,0.1871,0.0842,0.058,0.0493,0.0668,0.0847,0.0855
3/4/2017 15:00,27,0.2205,0.1399,0.0788,0.0999,0.1344,0.0689,0.1052,0.0846,0.1217,0.0651,0.08,0.1547,0.5804,0.2004,0.0966,0.0652,0.0573,0.0878,0.1002,0.1038
3/4/2017 18:00,30,0.2168,0.1406,0.0809,0.0967,0.1408,0.0659,0.0968,0.0815,0.1231,0.0885,0.0886,0.1575,0.3499,0.1946,0.105,0.0712,0.0612,0.1124,0.1046,0.1001
3/4/2017 21:00,33,0.2035,0.1321,0.0787,0.0894,0.135,0.0623,0.0934,0.0753,0.1214,0.0838,0.0857,0.1502,0.2608,0.1757,0.0965,0.0662,0.054,0.1151,0.0984,0.0978
3/5/2017 0:00,36,0.1938,0.1294,0.074,0.0875,0.129,0.0578,0.0894,0.0719,0.119,0.0813,0.0771,0.152,0.1926,0.1705,0.0869,0.0619,0.0559,0.106,0.096,0.1003
3/5/2017 3:00,39,0.189,0.1138,0.0709,0.084,0.1218,0.0571,0.085,0.0711,0.1155,0.0832,0.073,0.1525,0.1807,0.1673,0.088,0.0594,0.0568,0.102,0.0961,0.1
3/5/2017 6:00,42,0.1989,0.1119,0.0769,0.0758,0.1192,0.0528,0.0847,0.07,0.1243,0.0872,0.0659,0.1512,0.1955,0.1575,0.0864,0.0569,0.0542,0.0987,0.0888,0.1052
3/5/2017 9:00,45,0.1956,0.1142,0.0748,0.0767,0.1145,0.0484,0.0839,0.0663,0.1194,0.0812,0.0593,0.1493,0.208,0.1451,0.0792,0.0581,0.052,0.0953,0.0823,0.0967
3/5/2017 12:00,48,0.2301,0.1414,0.0881,0.0848,0.1317,0.0664,0.1085,0.0932,0.1381,0.096,0.0789,0.1776,0.5858,0.1959,0.0816,0.0723,0.0607,0.1916,0.1072,0.1258
3/5/2017 15:00,51,0.2415,0.1515,0.0965,0.092,0.1557,0.0496,0.1169,0.1068,0.1458,0.0742,0.0972,0.2026,0.8407,0.1992,0.0939,0.0807,0.0683,0.1188,0.1217,0.1463
3/5/2017 18:00,54,0.2454,0.1623,0.1039,0.1054,0.1504,0.0605,0.1159,0.1067,0.1445,0.0828,0.1043,0.2166,0.3673,0.189,0.0977,0.0845,0.0722,0.121,0.1219,0.1514
3/5/2017 21:00,57,0.2197,0.1399,0.099,0.0852,0.1413,0.0471,0.1129,0.0932,0.1282,0.0693,0.0978,0.1987,0.3121,0.1659,0.091,0.0788,0.0605,0.1074,0.1139,0.1394
3/6/2017 0:00,60,0.2011,0.1389,0.0928,0.0826,0.1337,0.0453,0.1104,0.0878,0.1259,0.0617,0.0908,0.1888,0.2519,0.1636,0.0865,0.0734,0.0622,0.1012,0.1078,0.1315
3/6/2017 3:00,63,0.1945,0.1396,0.0912,0.076,0.1309,0.0429,0.1136,0.0804,0.1261,0.0608,0.0851,0.1901,0.2391,0.1617,0.0807,0.0701,0.0608,0.0995,0.1099,0.1296
3/6/2017 6:00,66,0.1819,0.1304,0.0885,0.0727,0.1306,0.0421,0.1113,0.075,0.1254,0.0622,0.0838,0.1873,0.2714,0.156,0.0757,0.0683,0.0619,0.0949,0.1157,0.1299
3/6/2017 9:00,69,0.1788,0.1313,0.0834,0.0725,0.1265,0.036,0.114,0.0799,0.1213,0.0607,0.0828,0.1864,0.2529,0.148,0.0753,0.0702,0.0616,0.0956,0.1197,0.1358
3/6/2017 12:00,72,0.1858,0.1499,0.0951,0.0898,0.1569,0.0513,0.1271,0.097,0.1501,0.0816,0.1017,0.2283,0.2623,0.1812,0.0872,0.0809,0.08,0.1124,0.1269,0.1597
