Date Time,Elapsed,Blank,Control,JNK-IN-7 0.125,U0126 3.13,JNK-IN-7 0.25,U0126 6.25,JNK-IN-7 0.5,U0126 13,JNK-IN-7 1,U0126 25,JNK-IN-7 2,U0126 50,JNK-IN-7 4,U0126 100,JNK-IN-7 8,U0126 200,JNK-IN-7 10,Blank,Control,R428 0.13,Erlotinib 0.0005,R428 0.25,Erlotinib 0.001,R428 0.5,Erlotinib 0.004,R428 1,Erlotinib 0.012,R428 2,Erlotinib 0.037,R428 3,Erlotinib 0.111,R428 6,Erlotinib 0.333
11/18/2017 19:10,30,0.0344,0.0262,0.0429,0.0252,0.0415,0.0256,0.0403,0.0217,0.0217,0.0279,0.0542,0.0457,0.064,0.0237,0.165,0.1165,0.1925,0.0057,0.0321,0.0333,0.0293,0.0262,0.068,0.0354,0.0359,0.035,0.0237,0.1366,0.063,0.2203,0.0485,0.7748,0.1035
11/18/2017 22:10,33,0.0345,0.0264,0.0351,0.0251,0.0392,0.0246,0.0412,0.0208,0.0196,0.0289,0.0518,0.0442,0.0633,0.0251,0.171,0.1066,0.1911,0.0064,0.0308,0.0339,0.0294,0.0268,0.0659,0.0323,0.0335,0.034,0.0233,0.1397,0.0622,0.2438,0.0464,0.8711,0.1039
11/19/2017 1:10,36,0.0337,0.0253,0.0319,0.0264,0.0379,0.0241,0.0393,0.0223,0.0221,0.0274,0.0513,0.0453,0.062,0.0253,0.1661,0.0992,0.1808,0.0054,0.0259,0.0308,0.0298,0.0262,0.0662,0.0324,0.034,0.0317,0.0232,0.1415,0.0611,0.2765,0.0432,0.9283,0.1032
11/19/2017 4:10,39,0.0336,0.0258,0.0311,0.0248,0.0341,0.0228,0.0387,0.0213,0.019,0.0269,0.05,0.0434,0.0591,0.0249,0.1569,0.0903,0.1688,0.006,0.0231,0.0322,0.0288,0.0296,0.0634,0.03,0.0346,0.0262,0.0213,0.1457,0.0606,0.2996,0.0426,1.0059,0.1009
11/19/2017 7:10,42,0.0382,0.0262,0.0301,0.0262,0.0338,0.0234,0.0377,0.0214,0.0215,0.025,0.0505,0.04,0.0583,0.0238,0.1507,0.0797,0.1597,0.006,0.0225,0.031,0.028,0.0263,0.0627,0.0321,0.0332,0.024,0.0214,0.1424,0.0624,0.3198,0.041,1.0968,0.1011
11/19/2017 10:10,45,0.0339,0.0275,0.0307,0.0239,0.0337,0.024,0.0371,0.0206,0.0195,0.0264,0.0477,0.0386,0.0571,0.024,0.1356,0.0724,0.1552,0.0055,0.0226,0.0297,0.0276,0.0255,0.0635,0.0266,0.0341,0.0262,0.0225,0.1464,0.0606,0.3266,0.0393,1.1233,0.1021
11/19/2017 13:10,48,0.0369,0.0256,0.0294,0.026,0.034,0.0215,0.0338,0.0202,0.0207,0.0274,0.0491,0.0418,0.0531,0.0222,0.1282,0.0671,0.1414,0.0054,0.0213,0.03,0.0284,0.0243,0.0611,0.0254,0.0329,0.0259,0.0228,0.1538,0.0605,0.3422,0.0391,1.1132,0.1132
11/19/2017 16:10,51,0.0339,0.0256,0.028,0.0267,0.0279,0.0226,0.0352,0.0201,0.0189,0.0281,0.0487,0.0384,0.0531,0.0225,0.1201,0.0562,0.1344,0.0053,0.0203,0.031,0.0254,0.024,0.0604,0.0243,0.0309,0.0254,0.0247,0.1434,0.0605,0.3373,0.0379,1.1564,0.1068
11/19/2017 19:10,54,0.0332,0.0258,0.0292,0.0263,0.03,0.0202,0.0346,0.0203,0.0173,0.0243,0.0478,0.0378,0.0482,0.0213,0.1137,0.0519,0.1287,0.0058,0.0206,0.0324,0.0254,0.0226,0.0579,0.0266,0.0334,0.0253,0.0243,0.1409,0.0574,0.352,0.0369,1.2004,0.106
11/19/2017 22:10,57,0.0377,0.0319,0.0261,0.0259,0.0309,0.0215,0.0363,0.0212,0.0174,0.0252,0.0471,0.0374,0.0475,0.0193,0.1089,0.05,0.125,0.0054,0.0191,0.0342,0.024,0.0226,0.0583,0.0267,0.0336,0.0242,0.0219,0.1405,0.0575,0.3598,0.0366,1.1857,0.1028
11/20/2017 1:10,60,0.0361,0.0254,0.0268,0.0275,0.0348,0.0208,0.0352,0.0211,0.017,0.0256,0.0484,0.0368,0.0476,0.0196,0.1022,0.0456,0.1184,0.0047,0.0187,0.0333,0.0263,0.024,0.0573,0.0238,0.0319,0.0238,0.0183,0.1429,0.0554,0.3577,0.0352,1.1786,0.1067
11/20/2017 4:10,63,0.0371,0.0264,0.0267,0.0276,0.0304,0.0204,0.0352,0.0231,0.0175,0.0248,0.0481,0.0357,0.0428,0.0194,0.0942,0.0419,0.1187,0.0051,0.0192,0.0311,0.0252,0.0226,0.0558,0.0233,0.0323,0.022,0.0178,0.1401,0.0564,0.3523,0.0362,1.1753,0.1006
11/20/2017 7:10,66,0.0336,0.0266,0.0252,0.0247,0.0309,0.0211,0.0354,0.0209,0.0161,0.0273,0.046,0.0421,0.0436,0.0193,0.0885,0.0398,0.1102,0.0051,0.0204,0.0317,0.023,0.0217,0.056,0.0219,0.032,0.0241,0.0183,0.1325,0.0552,0.3457,0.0365,1.1533,0.0961
11/20/2017 10:10,69,0.0374,0.0262,0.0239,0.0244,0.0281,0.0203,0.0353,0.0193,0.0152,0.0248,0.0501,0.0411,0.0416,0.019,0.0831,0.0383,0.104,0.0052,0.0191,0.034,0.0245,0.0202,0.0534,0.0245,0.0326,0.0224,0.0169,0.1295,0.055,0.3408,0.0362,1.1323,0.0966
11/20/2017 13:10,72,0.036,0.0236,0.0228,0.0283,0.0274,0.02,0.0346,0.0187,0.0188,0.0247,0.0475,0.0411,0.0421,0.0186,0.0772,0.0346,0.1001,0.005,0.0183,0.0313,0.0232,0.0197,0.0554,0.0232,0.0315,0.0202,0.0174,0.1234,0.0545,0.3329,0.0356,1.0979,0.087
11/17/2017 13:10,0,0.0156,0.0797,0.0227,0.0466,0.3971,0.0313,0.0637,0.0406,0.0522,0.0435,0.0684,0.0381,0.0858,0.0543,0.0573,0.119,0.1052,0.255,0.0596,0.0711,0.216,0.0404,0.0684,0.0776,0.1121,0.0306,0.1014,0.0759,0.0615,0.043,0.071,0.0781,0.0606
11/17/2017 16:10,3,0.0194,0.0769,0.0284,0.0457,0.3213,0.03,0.068,0.0363,0.0495,0.0372,0.0632,0.0464,0.0961,0.0472,0.0615,0.0597,0.1041,0.2235,0.0581,0.0767,0.2109,0.0373,0.0555,0.0882,0.0981,0.0295,0.0991,0.0851,0.0634,0.0429,0.0728,0.072,0.0558
11/17/2017 19:10,6,0.02,0.0711,0.0283,0.0462,0.2944,0.0279,0.0682,0.0326,0.0439,0.0374,0.0637,0.0452,0.088,0.0443,0.0667,0.0559,0.1052,0.2572,0.0498,0.0755,0.2279,0.0379,0.0562,0.0838,0.0887,0.0314,0.0923,0.0864,0.0613,0.0482,0.0704,0.0704,0.0505
11/17/2017 22:10,9,0.0208,0.0677,0.0245,0.0484,0.2727,0.0307,0.0672,0.0321,0.0419,0.0384,0.0644,0.0392,0.0813,0.0383,0.0745,0.0506,0.1273,0.1312,0.0424,0.0736,0.1963,0.0373,0.0483,0.0882,0.0912,0.0294,0.1002,0.0854,0.0576,0.0553,0.0673,0.0877,0.0499
11/18/2017 1:10,12,0.0209,0.0664,0.0245,0.0455,0.027,0.0323,0.0648,0.0285,0.0402,0.039,0.0654,0.0332,0.0776,0.0342,0.0937,0.068,0.1597,0.1964,0.0309,0.0704,0.067,0.0311,0.0519,0.0869,0.0867,0.0295,0.092,0.0891,0.051,0.0599,0.0666,0.1077,0.0484
11/18/2017 4:10,15,0.0209,0.0614,0.0246,0.0443,0.0241,0.0284,0.0615,0.026,0.0368,0.0396,0.0576,0.0311,0.0832,0.0338,0.1104,0.0791,0.2066,0.0075,0.0283,0.0701,0.0618,0.0279,0.0457,0.0885,0.0834,0.0302,0.088,0.0891,0.0473,0.0706,0.0649,0.1552,0.0433
11/18/2017 7:10,18,0.0197,0.0579,0.025,0.04,0.0212,0.0274,0.0595,0.0255,0.035,0.0391,0.0521,0.0293,0.0849,0.03,0.1374,0.0973,0.24,0.0074,0.0276,0.0708,0.0602,0.0249,0.0435,0.0849,0.0741,0.0345,0.0816,0.0891,0.0496,0.0915,0.0656,0.23,0.0408
11/18/2017 10:10,21,0.0201,0.0582,0.0238,0.0416,0.0206,0.0259,0.0606,0.0227,0.033,0.0362,0.0503,0.028,0.0883,0.0281,0.1593,0.1066,0.2544,0.0078,0.0283,0.0678,0.0604,0.0251,0.0414,0.0854,0.0689,0.0394,0.0739,0.0978,0.0483,0.1165,0.0658,0.328,0.0367
11/18/2017 13:10,24,0.0198,0.0585,0.0252,0.0406,0.0187,0.0248,0.0598,0.0249,0.0309,0.0346,0.0499,0.0251,0.0921,0.027,0.1731,0.106,0.2721,0.0068,0.0255,0.0658,0.0627,0.0249,0.0376,0.0885,0.0693,0.0399,0.075,0.105,0.0478,0.1374,0.0655,0.4603,0.035
11/18/2017 16:10,27,0.0203,0.0591,0.0246,0.0388,0.0189,0.024,0.0587,0.0234,0.0305,0.0342,0.0459,0.0246,0.0935,0.027,0.1738,0.1059,0.2768,0.0066,0.0235,0.0641,0.0592,0.0257,0.0375,0.0864,0.0678,0.0356,0.0671,0.1082,0.0476,0.16,0.0642,0.5752,0.0367
11/18/2017 19:10,30,0.0207,0.0571,0.0248,0.0398,0.0168,0.0247,0.0574,0.023,0.028,0.0331,0.0479,0.0236,0.0922,0.0237,0.1697,0.0953,0.2775,0.0068,0.0243,0.0628,0.0561,0.0219,0.04,0.0892,0.069,0.0383,0.0673,0.1117,0.0457,0.1839,0.062,0.6953,0.0365
11/18/2017 22:10,33,0.0211,0.0564,0.0233,0.042,0.0192,0.0233,0.0552,0.0205,0.0289,0.0331,0.0468,0.0227,0.0917,0.0228,0.1674,0.0816,0.2736,0.0061,0.0239,0.0623,0.0533,0.0223,0.04,0.0817,0.0664,0.041,0.0657,0.1115,0.0454,0.2105,0.0634,0.7916,0.0334
11/19/2017 1:10,36,0.0216,0.055,0.0225,0.0382,0.02,0.0216,0.0549,0.0203,0.0311,0.0323,0.0432,0.0225,0.0885,0.0231,0.1626,0.0771,0.2732,0.0057,0.0228,0.0669,0.0512,0.0226,0.0352,0.0905,0.0631,0.0393,0.0636,0.1138,0.0444,0.2283,0.061,0.8732,0.0333
11/19/2017 4:10,39,0.0203,0.0546,0.0241,0.0378,0.0197,0.0227,0.0533,0.0227,0.0284,0.0315,0.0446,0.0236,0.0892,0.0238,0.1557,0.0673,0.2617,0.0056,0.0217,0.0656,0.0515,0.0211,0.0393,0.0768,0.0623,0.0395,0.0629,0.1195,0.0449,0.2513,0.0618,0.9338,0.0325
11/19/2017 7:10,42,0.0217,0.0498,0.0233,0.0474,0.0187,0.0231,0.0489,0.0213,0.0261,0.0332,0.0433,0.023,0.0826,0.0228,0.1455,0.0624,0.2501,0.0062,0.0204,0.0679,0.0508,0.0217,0.0381,0.0738,0.063,0.037,0.0574,0.1205,0.0452,0.2695,0.0585,0.9781,0.032
11/19/2017 10:10,45,0.0212,0.0477,0.025,0.0469,0.0206,0.021,0.0517,0.0214,0.0281,0.0358,0.0403,0.0246,0.0815,0.0245,0.1346,0.058,0.2395,0.0065,0.0206,0.0653,0.05,0.0202,0.0337,0.0739,0.0617,0.0385,0.0573,0.1231,0.0429,0.2634,0.0606,1.0206,0.0315
11/19/2017 13:10,48,0.0209,0.0458,0.0241,0.0372,0.0171,0.0239,0.0544,0.0204,0.0284,0.0325,0.0407,0.0253,0.0772,0.0214,0.1269,0.0489,0.2247,0.0055,0.0203,0.0663,0.0454,0.0215,0.0348,0.0711,0.0608,0.0333,0.059,0.1272,0.0426,0.2776,0.0563,1.0605,0.03
11/19/2017 16:10,51,0.0189,0.0479,0.0266,0.0334,0.0169,0.0231,0.0507,0.0218,0.0265,0.0301,0.0372,0.025,0.07,0.0211,0.1176,0.0419,0.2146,0.0058,0.0212,0.064,0.0462,0.0218,0.032,0.0685,0.0584,0.0324,0.0556,0.1287,0.0415,0.2694,0.059,1.0816,0.0307
11/19/2017 19:10,54,0.0207,0.0468,0.0266,0.0352,0.0169,0.0208,0.0548,0.0195,0.0287,0.0313,0.0351,0.025,0.0702,0.021,0.1083,0.0367,0.2024,0.0054,0.0178,0.0618,0.0446,0.0225,0.0318,0.0619,0.0565,0.0321,0.055,0.1225,0.0393,0.2715,0.0593,1.1071,0.0316
11/19/2017 22:10,57,0.0206,0.0456,0.0238,0.0324,0.0161,0.0196,0.0554,0.0194,0.0292,0.0336,0.0363,0.0228,0.0667,0.0206,0.0958,0.0334,0.1949,0.0062,0.0196,0.0626,0.0452,0.0201,0.0345,0.0619,0.0563,0.0314,0.0534,0.1278,0.0381,0.2746,0.0578,1.1203,0.0296
11/20/2017 1:10,60,0.0207,0.044,0.0249,0.0321,0.0166,0.0208,0.0572,0.018,0.0286,0.0329,0.0348,0.0262,0.066,0.0205,0.0895,0.0323,0.1835,0.0056,0.0175,0.0634,0.0443,0.0195,0.0327,0.0628,0.0576,0.0281,0.0541,0.1319,0.0381,0.2755,0.0574,1.1235,0.0304
11/20/2017 4:10,63,0.0196,0.0474,0.0254,0.0291,0.0168,0.0202,0.0562,0.0178,0.0286,0.0332,0.0361,0.0249,0.0648,0.0203,0.0853,0.031,0.1767,0.0056,0.0194,0.0639,0.0441,0.0218,0.0337,0.0646,0.0596,0.0271,0.0515,0.1309,0.0379,0.2705,0.0556,1.1335,0.0285
11/20/2017 7:10,66,0.0209,0.045,0.0248,0.0357,0.0168,0.0203,0.0542,0.0218,0.0271,0.0316,0.0351,0.0258,0.0615,0.0195,0.0784,0.0304,0.1614,0.0056,0.0182,0.0601,0.0441,0.021,0.0333,0.0616,0.0583,0.0269,0.0496,0.1318,0.036,0.2717,0.0543,1.1288,0.0284
11/20/2017 10:10,69,0.0212,0.0422,0.0246,0.033,0.0171,0.0194,0.0526,0.0219,0.0255,0.0279,0.0327,0.0251,0.0584,0.0193,0.0721,0.0298,0.1531,0.0058,0.0181,0.0603,0.043,0.0191,0.0313,0.0614,0.0581,0.0254,0.048,0.1259,0.0345,0.2617,0.0553,1.1188,0.0267
11/20/2017 13:10,72,0.021,0.0411,0.026,0.0311,0.016,0.0207,0.0518,0.0217,0.0259,0.0284,0.0309,0.0266,0.0584,0.0208,0.0647,0.0277,0.1396,0.0054,0.0178,0.0594,0.0391,0.0186,0.0312,0.0589,0.0558,0.0242,0.0471,0.1209,0.0343,0.2488,0.0551,1.1026,0.0284
11/17/2017 13:10,0,0.0341,0.045,0.0522,0.0731,0.0578,0.0503,0.0676,0.0323,0.0449,0.1365,0.0765,0.2093,0.082,0.0754,0.06,0.3267,0.0509,0.015,0.0535,0.09,0.07,0.0401,0.0759,0.0725,0.0939,0.058,0.1186,0.0555,0.1718,0.069,0.2621,0.051,0.146
11/17/2017 16:10,3,0.0255,0.0414,0.0509,0.0684,0.056,0.0543,0.069,0.0383,0.0395,0.1632,0.0729,0.2644,0.0661,0.0784,0.0554,0.1565,0.0595,0.0156,0.0519,0.0966,0.0766,0.0426,0.0758,0.0747,0.0853,0.0594,0.1345,0.0731,0.2276,0.073,0.3014,0.0552,0.1908
11/17/2017 19:10,6,0.024,0.039,0.0474,0.072,0.05,0.054,0.0666,0.0423,0.0387,0.1828,0.0671,0.2922,0.0628,0.08,0.0609,0.1444,0.061,0.0159,0.0457,0.1078,0.0669,0.0432,0.0767,0.0802,0.0752,0.0512,0.1597,0.0645,0.2608,0.0796,0.3158,0.0697,0.2214
11/17/2017 22:10,9,0.0238,0.0374,0.0464,0.0654,0.0465,0.0434,0.0631,0.0418,0.0371,0.1924,0.0577,0.3056,0.0604,0.0739,0.075,0.1403,0.0646,0.0164,0.0452,0.111,0.0614,0.0431,0.08,0.0786,0.0698,0.0457,0.1818,0.0675,0.2776,0.0919,0.3312,0.081,0.2311
11/18/2017 1:10,12,0.0219,0.0336,0.0445,0.0586,0.0368,0.0425,0.0631,0.0392,0.0346,0.1817,0.0474,0.3056,0.0602,0.071,0.0912,0.1587,0.076,0.0134,0.0449,0.1053,0.0552,0.0432,0.0773,0.0772,0.0635,0.0467,0.1815,0.0641,0.2909,0.1066,0.329,0.0917,0.2427
11/18/2017 4:10,15,0.022,0.0351,0.0442,0.0561,0.0336,0.0401,0.0587,0.0398,0.0345,0.1874,0.0432,0.2986,0.0632,0.0707,0.1179,0.1723,0.0957,0.0132,0.0455,0.1123,0.0558,0.0422,0.0717,0.0697,0.0615,0.0454,0.1846,0.0636,0.2927,0.1208,0.3245,0.1256,0.2545
11/18/2017 7:10,18,0.0225,0.0328,0.0443,0.055,0.0321,0.0408,0.0583,0.041,0.0324,0.1877,0.0422,0.2875,0.0625,0.0661,0.1431,0.197,0.1188,0.0138,0.0408,0.1041,0.0528,0.0427,0.073,0.0708,0.0613,0.0437,0.1829,0.065,0.2958,0.148,0.3171,0.2058,0.2562
11/18/2017 10:10,21,0.0217,0.0321,0.0439,0.0535,0.03,0.0402,0.0542,0.0379,0.0318,0.1862,0.0398,0.2855,0.0622,0.0645,0.1481,0.2029,0.1339,0.0135,0.0401,0.101,0.0524,0.0419,0.0719,0.0661,0.0608,0.0413,0.1786,0.0748,0.2996,0.1652,0.3151,0.3072,0.2646
11/18/2017 13:10,24,0.0192,0.0311,0.047,0.0509,0.0314,0.0384,0.0489,0.0393,0.0307,0.1837,0.0399,0.2843,0.062,0.0592,0.1489,0.2047,0.1481,0.0136,0.0383,0.0975,0.0545,0.0405,0.0705,0.0633,0.0568,0.0396,0.1803,0.083,0.3007,0.1899,0.3204,0.4349,0.2678
11/18/2017 16:10,27,0.0195,0.0303,0.0439,0.0516,0.0294,0.037,0.0501,0.0375,0.0305,0.1862,0.0391,0.276,0.0659,0.0577,0.1504,0.1886,0.1517,0.0133,0.039,0.102,0.0549,0.0402,0.0709,0.061,0.0565,0.0401,0.1768,0.087,0.2991,0.2162,0.3158,0.56,0.2661
11/18/2017 19:10,30,0.0189,0.0275,0.0449,0.051,0.0292,0.0367,0.0509,0.039,0.0296,0.1861,0.0387,0.2672,0.0675,0.0567,0.1464,0.1698,0.1572,0.013,0.0365,0.1031,0.0557,0.0402,0.0691,0.0614,0.0525,0.0367,0.1795,0.0949,0.3003,0.2431,0.3191,0.6764,0.2682
11/18/2017 22:10,33,0.019,0.0273,0.0436,0.0508,0.0286,0.0381,0.0493,0.0405,0.0304,0.1857,0.0384,0.2617,0.0667,0.0604,0.144,0.1507,0.1511,0.0133,0.0371,0.0999,0.0542,0.0396,0.0668,0.0614,0.0504,0.035,0.1783,0.1043,0.3013,0.2777,0.3153,0.773,0.2713
11/19/2017 1:10,36,0.0199,0.0263,0.0439,0.0506,0.0309,0.0407,0.0502,0.0424,0.0309,0.1833,0.0385,0.2609,0.0646,0.0601,0.1349,0.1377,0.1463,0.0131,0.0341,0.1073,0.0527,0.039,0.0631,0.0635,0.0499,0.0348,0.1745,0.1075,0.3002,0.3004,0.321,0.858,0.2719
11/19/2017 4:10,39,0.0184,0.0277,0.0445,0.0486,0.0294,0.0361,0.0478,0.042,0.0281,0.1798,0.0374,0.2459,0.0626,0.0588,0.1207,0.1309,0.1383,0.0125,0.0338,0.1022,0.0557,0.041,0.063,0.062,0.0466,0.0342,0.1764,0.116,0.3069,0.3317,0.325,0.9248,0.2721
11/19/2017 7:10,42,0.0183,0.027,0.0429,0.0508,0.0292,0.0381,0.0488,0.0396,0.029,0.1783,0.0357,0.2407,0.0599,0.0556,0.1154,0.1244,0.131,0.0128,0.0326,0.1005,0.0542,0.0409,0.0611,0.0613,0.0457,0.0354,0.1737,0.1258,0.3006,0.355,0.3211,0.9812,0.2785
11/19/2017 10:10,45,0.0183,0.0259,0.0443,0.0533,0.0317,0.0383,0.0466,0.0424,0.0292,0.1783,0.036,0.2386,0.0559,0.0544,0.109,0.1142,0.1232,0.0122,0.0321,0.1031,0.0502,0.0388,0.0637,0.0604,0.0422,0.0309,0.1716,0.1239,0.3096,0.362,0.3184,1.0219,0.2762
11/19/2017 13:10,48,0.0167,0.0243,0.0424,0.0525,0.0342,0.0467,0.0462,0.0415,0.0308,0.1711,0.0335,0.2399,0.0528,0.0515,0.0958,0.1011,0.1095,0.0127,0.0315,0.1006,0.0514,0.0412,0.0632,0.0588,0.0412,0.0323,0.1699,0.1256,0.308,0.3561,0.3222,1.0789,0.2744
11/19/2017 16:10,51,0.0165,0.0246,0.0386,0.0526,0.0337,0.0485,0.0503,0.0418,0.0289,0.175,0.0342,0.2324,0.0493,0.0492,0.0895,0.0909,0.1039,0.0132,0.0277,0.1061,0.0534,0.0395,0.0614,0.0604,0.0393,0.0345,0.1692,0.1226,0.3091,0.3626,0.3194,1.1019,0.2737
11/19/2017 19:10,54,0.0166,0.0224,0.0414,0.0494,0.0343,0.0457,0.0474,0.0417,0.028,0.1818,0.0327,0.2379,0.0476,0.048,0.081,0.0894,0.0903,0.0123,0.0288,0.1098,0.0516,0.0405,0.0597,0.0595,0.0381,0.0304,0.1689,0.1218,0.3073,0.3649,0.3172,1.1185,0.2729
11/19/2017 22:10,57,0.0166,0.0207,0.0393,0.0496,0.0333,0.0488,0.0449,0.0394,0.0287,0.1818,0.0336,0.2313,0.0451,0.0464,0.0762,0.08,0.0895,0.0124,0.0283,0.1022,0.0512,0.0414,0.0608,0.0598,0.0384,0.0323,0.1673,0.1243,0.3068,0.3579,0.3156,1.1535,0.273
11/20/2017 1:10,60,0.0169,0.02,0.0386,0.0449,0.0332,0.0386,0.0426,0.042,0.0268,0.1813,0.0335,0.2271,0.0453,0.0459,0.0729,0.0758,0.0839,0.0128,0.0282,0.1011,0.0484,0.0421,0.0606,0.0578,0.0362,0.0327,0.1691,0.1188,0.3116,0.35,0.3151,1.1581,0.2744
11/20/2017 4:10,63,0.0161,0.0211,0.037,0.0455,0.0294,0.0394,0.0453,0.0434,0.0283,0.1786,0.0319,0.2222,0.0434,0.0444,0.0667,0.0751,0.0763,0.0122,0.029,0.0978,0.0485,0.0372,0.0623,0.0568,0.0366,0.0307,0.1662,0.1187,0.3112,0.3447,0.3173,1.1586,0.275
11/20/2017 7:10,66,0.0164,0.0211,0.034,0.0456,0.0274,0.0453,0.0439,0.0429,0.027,0.1793,0.0326,0.2181,0.043,0.0431,0.0627,0.0734,0.0722,0.0133,0.0264,0.0987,0.0484,0.038,0.0568,0.0584,0.0331,0.0295,0.1662,0.1159,0.3115,0.3472,0.317,1.1546,0.2732
11/20/2017 10:10,69,0.0158,0.0188,0.0409,0.0433,0.0244,0.041,0.0436,0.0389,0.0276,0.1915,0.0319,0.2195,0.0413,0.0453,0.0587,0.0683,0.0659,0.0126,0.0275,0.0993,0.0488,0.0365,0.054,0.0549,0.0328,0.0289,0.1603,0.1131,0.3105,0.3419,0.315,1.1323,0.2707
11/20/2017 13:10,72,0.0164,0.0193,0.0365,0.0422,0.0233,0.0402,0.041,0.042,0.0262,0.1844,0.0303,0.2233,0.0412,0.0449,0.0554,0.0628,0.0602,0.0123,0.0292,0.0964,0.0474,0.038,0.0546,0.0553,0.0331,0.0279,0.1595,0.1095,0.3119,0.3359,0.3148,1.1155,0.2685
