Date Time,Elapsed,Control,Blank,Dox 6.25,NVB 2.5,Dox 12.5,NVB 5,Dox 25,NVB 10,Dox 50,NVB 20,Dox 100,NVB 40,Dox 200,NVB 80,Dox 400,NVB 160
10/13/2017 21:28,56.9667,0.0077,0.0002,0.0087,0.0152,0.0031,0.0108,0.0099,0.017,0.0214,0.0299,0.0338,0.1166,0.0252,0.1292,0.0467,0.1322
10/14/2017 0:30,60,0.0089,0.0002,0.009,0.0156,0.0033,0.0119,0.0087,0.0164,0.0208,0.0309,0.0375,0.1194,0.0258,0.1231,0.0446,0.1388
10/14/2017 3:30,63,0.007,0.0003,0.0079,0.0138,0.0036,0.013,0.0087,0.0195,0.0186,0.031,0.0388,0.1155,0.0267,0.1317,0.058,0.1415
10/14/2017 6:30,66,0.0046,0.0003,0.0087,0.0162,0.003,0.0108,0.0075,0.0198,0.0169,0.0293,0.0446,0.1156,0.0275,0.1273,0.0624,0.1437
10/14/2017 9:30,69,0.0026,0.0003,0.0061,0.0147,0.0041,0.0118,0.0084,0.0182,0.0181,0.0268,0.0433,0.11,0.0259,0.1289,0.06,0.1392
10/14/2017 12:30,72,0.0062,0.0003,0.006,0.0147,0.0039,0.0132,0.0073,0.0136,0.0161,0.024,0.0432,0.1107,0.0291,0.1388,0.0583,0.1378
10/11/2017 12:30,0,0.0186,0.0003,0.0085,0.0306,0.0207,0.0146,0.019,0.0126,0.0265,0.0179,0.0199,0.0192,0.0142,0.0283,0.013,0.0127
10/11/2017 15:30,3,0.034,0.0003,0.0219,0.0595,0.0295,0.0264,0.0281,0.0258,0.0422,0.0461,0.034,0.0237,0.0328,0.048,0.0341,0.0197
10/11/2017 18:30,6,0.0271,0.0003,0.0243,0.0592,0.0257,0.0331,0.0226,0.0303,0.0479,0.0383,0.0291,0.0251,0.0338,0.0385,0.0503,0.0181
10/11/2017 21:28,8.9667,0.025,0.0004,0.0208,0.0438,0.0278,0.0314,0.0175,0.0287,0.035,0.036,0.0238,0.0265,0.0289,0.0348,0.0422,0.0191
10/12/2017 0:30,12,0.0208,0.0004,0.0218,0.0364,0.0199,0.0313,0.0147,0.0266,0.0344,0.0419,0.0254,0.0357,0.0248,0.0336,0.0372,0.0211
10/12/2017 3:30,15,0.0201,0.0003,0.0148,0.0304,0.0172,0.0316,0.0147,0.0259,0.0266,0.0447,0.0213,0.035,0.0243,0.0404,0.0321,0.0302
10/12/2017 6:30,18,0.0181,0.0003,0.0137,0.0291,0.0169,0.0273,0.0162,0.0251,0.0261,0.0414,0.0203,0.0421,0.0245,0.0403,0.0304,0.0442
10/12/2017 9:30,21,0.0166,0.0001,0.0116,0.0282,0.0183,0.0249,0.0147,0.0222,0.0246,0.0404,0.0168,0.0456,0.0231,0.0419,0.0296,0.0533
10/12/2017 12:30,24,0.0155,0.0003,0.0107,0.0252,0.0132,0.0212,0.0142,0.0224,0.0246,0.0391,0.0158,0.0485,0.025,0.0528,0.0256,0.0611
10/12/2017 15:30,27,0.0176,0.0002,0.0113,0.0252,0.0115,0.0259,0.0164,0.0251,0.0244,0.0408,0.0159,0.0662,0.0219,0.0666,0.0244,0.0773
10/12/2017 18:30,30,0.0157,0.0005,0.0084,0.0248,0.0113,0.0244,0.0165,0.0212,0.0231,0.0398,0.016,0.0705,0.02,0.0823,0.0216,0.0839
10/12/2017 21:28,32.9667,0.0142,0.0004,0.0093,0.023,0.0097,0.0251,0.0151,0.0208,0.0212,0.0371,0.014,0.0768,0.0227,0.0864,0.02,0.0904
10/13/2017 0:30,36,0.0125,0.0004,0.0109,0.0224,0.0098,0.024,0.0139,0.0194,0.0211,0.032,0.0135,0.0825,0.0209,0.0993,0.0199,0.1005
10/13/2017 3:30,39,0.0116,0.0004,0.0115,0.0222,0.0121,0.0217,0.0136,0.0165,0.0223,0.0286,0.0137,0.086,0.0196,0.1074,0.0194,0.119
10/13/2017 6:30,42,0.009,0.001,0.0105,0.0243,0.0104,0.0184,0.0129,0.0142,0.0254,0.0252,0.0169,0.0854,0.0221,0.112,0.0205,0.1258
10/13/2017 9:30,45,0.0113,0.0003,0.0142,0.0215,0.0087,0.0173,0.0161,0.0128,0.0264,0.0241,0.0225,0.0901,0.0188,0.1153,0.0232,0.136
10/13/2017 12:30,48,0.0117,0.0004,0.0144,0.0238,0.0083,0.0153,0.0151,0.0108,0.0252,0.0237,0.0207,0.0871,0.019,0.1159,0.0247,0.1487
10/13/2017 15:30,51,0.0093,0.0003,0.0147,0.0222,0.0075,0.0141,0.0155,0.0102,0.0247,0.0192,0.0206,0.0888,0.0182,0.1127,0.0249,0.1479
10/13/2017 18:30,54,0.0077,0.0005,0.0138,0.0214,0.0081,0.0136,0.0191,0.0095,0.0287,0.0239,0.0245,0.0974,0.0239,0.1139,0.0236,0.1514
10/13/2017 21:28,56.9667,0.0089,0.0004,0.0129,0.0191,0.0063,0.0138,0.0176,0.0093,0.0247,0.0224,0.0275,0.0941,0.0231,0.1117,0.0268,0.1503
10/14/2017 0:30,60,0.0092,0.0005,0.0122,0.0177,0.0056,0.0132,0.0168,0.008,0.0233,0.0223,0.0288,0.0932,0.0245,0.1161,0.0262,0.1497
10/14/2017 3:30,63,0.0086,0.0004,0.0114,0.0212,0.0074,0.0133,0.0158,0.0085,0.027,0.0196,0.0293,0.0887,0.0228,0.1195,0.0267,0.1498
10/14/2017 6:30,66,0.007,0.0003,0.0107,0.0207,0.0057,0.0165,0.0176,0.0095,0.0291,0.0184,0.035,0.0844,0.0271,0.1127,0.0286,0.148
10/14/2017 9:30,69,0.0073,0.0006,0.0118,0.019,0.0054,0.0149,0.0154,0.008,0.0253,0.0179,0.0357,0.0836,0.0227,0.1134,0.0325,0.1431
10/14/2017 12:30,72,0.0088,0.0004,0.0127,0.0164,0.0045,0.016,0.0167,0.0078,0.0295,0.0175,0.0376,0.0827,0.0273,0.1152,0.0329,0.1426
10/11/2017 12:30,0,0.0248,0.0003,0.0264,0.012,0.0109,0.0175,0.0101,0.0317,0.0156,0.0249,0.029,0.019,0.0287,0.0288,0.0216,0.014
10/11/2017 15:30,3,0.0428,0.0024,0.0446,0.0433,0.0325,0.0525,0.0227,0.061,0.0329,0.0474,0.0437,0.0478,0.063,0.0593,0.0276,0.0415
10/11/2017 18:30,6,0.0503,0.0033,0.0622,0.0415,0.0254,0.0424,0.0241,0.0494,0.0318,0.0437,0.0369,0.056,0.0652,0.0578,0.0291,0.0374
10/11/2017 21:28,8.9667,0.0404,0.0039,0.0491,0.0307,0.0199,0.0358,0.0188,0.0332,0.0274,0.0374,0.0283,0.0456,0.0538,0.0441,0.0286,0.0382
10/12/2017 0:30,12,0.0368,0.0033,0.0442,0.0287,0.0174,0.0317,0.0181,0.0297,0.0254,0.0366,0.023,0.0405,0.0447,0.0388,0.0342,0.0346
10/12/2017 3:30,15,0.0284,0.0006,0.0358,0.0257,0.0151,0.0279,0.0168,0.0275,0.0238,0.0334,0.0201,0.0376,0.0387,0.0389,0.0366,0.0345
10/12/2017 6:30,18,0.0275,0.0021,0.0317,0.0247,0.0141,0.026,0.0146,0.0243,0.0241,0.0336,0.0182,0.0392,0.0374,0.0428,0.031,0.0455
10/12/2017 9:30,21,0.0252,0.0026,0.0234,0.0248,0.0121,0.0233,0.0145,0.0252,0.0238,0.0347,0.0163,0.0489,0.0395,0.0404,0.0211,0.0566
10/12/2017 12:30,24,0.0266,0.0026,0.0206,0.0241,0.0123,0.0234,0.0136,0.0247,0.0247,0.0369,0.0138,0.0617,0.0386,0.0486,0.0226,0.0698
10/12/2017 15:30,27,0.0252,0.0028,0.0206,0.0233,0.0117,0.0217,0.0133,0.0259,0.0211,0.0365,0.0158,0.0734,0.0361,0.0789,0.0268,0.0781
10/12/2017 18:30,30,0.022,0.002,0.0167,0.0271,0.0103,0.0199,0.0124,0.0233,0.0221,0.0337,0.0172,0.0861,0.0366,0.0887,0.027,0.0817
10/12/2017 21:28,32.9667,0.0247,0.0023,0.0141,0.0245,0.0104,0.0194,0.0138,0.0225,0.0204,0.0329,0.0184,0.0824,0.0308,0.0928,0.0271,0.0809
10/13/2017 0:30,36,0.0215,0.0027,0.0133,0.0224,0.0107,0.0239,0.0127,0.0234,0.016,0.0336,0.0189,0.081,0.0325,0.1,0.0271,0.084
10/13/2017 3:30,39,0.0226,0.0033,0.0112,0.024,0.011,0.0238,0.0151,0.025,0.0205,0.0314,0.0195,0.0896,0.0322,0.1033,0.0232,0.0915
10/13/2017 6:30,42,0.0201,0.002,0.0131,0.0192,0.0119,0.0226,0.0154,0.0251,0.0226,0.0291,0.0223,0.0953,0.0333,0.1108,0.0224,0.0986
10/13/2017 9:30,45,0.0192,0.0031,0.0101,0.0237,0.0117,0.0212,0.0141,0.0243,0.0268,0.0284,0.023,0.1022,0.0338,0.1184,0.0221,0.1089
10/13/2017 12:30,48,0.0193,0.0029,0.0075,0.0222,0.0101,0.0191,0.0152,0.0258,0.0289,0.0266,0.0171,0.099,0.0311,0.1196,0.0221,0.1109
10/13/2017 15:30,51,0.0168,0.0027,0.0084,0.0194,0.0103,0.0183,0.0156,0.0266,0.0285,0.0295,0.0157,0.0985,0.0295,0.1196,0.0245,0.1097
10/13/2017 18:30,54,0.0188,0.0033,0.0087,0.0201,0.0112,0.0207,0.0163,0.0244,0.0314,0.024,0.0179,0.0989,0.0273,0.1195,0.0242,0.1093
10/13/2017 21:28,56.9667,0.0181,0.0043,0.0082,0.0196,0.0102,0.0174,0.0104,0.0218,0.0266,0.0236,0.0185,0.0981,0.0273,0.1206,0.0244,0.1122
10/14/2017 0:30,60,0.0172,0.003,0.0098,0.0178,0.0094,0.0159,0.0104,0.0223,0.0276,0.0247,0.0194,0.0944,0.0283,0.1216,0.0268,0.1124
10/14/2017 3:30,63,0.0143,0.0027,0.0107,0.019,0.0088,0.0127,0.011,0.0224,0.0301,0.0243,0.0236,0.0971,0.0251,0.1267,0.0273,0.1094
10/14/2017 6:30,66,0.0127,0.0036,0.0087,0.0169,0.0087,0.0112,0.0103,0.0236,0.0272,0.0218,0.024,0.0941,0.0248,0.1317,0.0267,0.1126
10/14/2017 9:30,69,0.0137,0.0024,0.0065,0.0163,0.009,0.013,0.0071,0.0229,0.0267,0.0223,0.0221,0.098,0.0254,0.1355,0.0247,0.1148
10/14/2017 12:30,72,0.0111,0.0032,0.0071,0.0159,0.0069,0.0137,0.0075,0.0236,0.0313,0.0216,0.025,0.0985,0.0243,0.1426,0.0314,0.1192
