Dox PhaseRed,,,,,,,,,,,,,,,,Phase Confl,#
78.577,3.591,35910,78.577,35910,,,,,,,,,,,,1.0178,28
69.308,3.1152,31152,69.308,31152,,,,,,,,,,,,1.6689,43
59.655,2.779,27790,59.655,27790,,,,,,,,,,,,1.9272,48
36.166,1.7389,17389,36.166,17389,,,,,,,,,,,,,
22.157,1.2439,12439,22.157,12439,,,,,,,,,,,,,
18.791,1.056,10560,18.791,10560,,,,,,,,,,,,,
48.792,2.4947,24947,48.792,24947,,,,,,,,,,,,,
37.811,1.9016,19016,37.811,19016,,,,,,,,,,,,,
20.825,1.1718,11718,20.825,11718,,,,,,,,,,,,,
15.617,9045,9045,15.617,9045,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
66.023,29406,2.9406,,,,,,,,,,,,,,,
61.095,27290,2.729,,,,,,,,,,,,,,,
59.248,27782,2.7782,,,,,,,,,,,,,,,
43.414,21371,2.1371,,,,,,,,,,,,,,,
29.095,16146,1.6146,,,,,,,,,,,,,,,
17.365,10006,1.0006,,,,,,,,,,,,,,,
41.37,22599,2.2599,,,,,,,,,,,,,,,
27.341,15053,1.5053,,,,,,,,,Green Confl,#,,,,,
19.085,11311,1.1311,,,,,,,,,0.5456,101,,,,,
12.739,7568.5,7568.5,,,,,,,,,0.85,147,,,,,
67.086,31122,3.1122,,,,,,,,,1.164,156,,,,,
,,,,,,,,,,,2.2948,335,,,,,
,,,,,,,,,,Red Confl,#,,,,,,
12.201,4582.3,22.636,8448.3,6.7629,,B2,B2,,,0.2635,36,,,,,,
10.642,3613.8,18.34,6871.8,7.3636,218,7.934869,198.5,,,0.4694,69,,,,,,
11.795,4802.8,21.505,8893.5,8.9433,218.75,8.684981,218,,,0.8107,117,,,,,,
11.808,5128.5,19.878,8711.8,9.7701,215.75,9.345936,218.75,,,1.4116,200,,,,,,
11.334,5352.8,17.477,8638.3,10.891,222.75,9.717893,215.75,,,,,,,,,,
8.9867,4613.3,12.835,7169.8,12.329,238.25,10.59668,222.75,,,,,,,,,,
12.581,4977.3,19.696,8998.3,13.6027,246.75,10.92769,238.25,,,,,,,,,,
10.954,5008.5,16.197,8467.5,14.897,269.5,11.84081,246.75,,,,,,,,,,
11.874,5581.5,15.441,8425,13.8687,315.25,12.65079,269.5,,,,,,,,,,
9.4422,4826,12.517,7328.8,15.4569,332.75,14.19224,315.25,,,,,,,,,,
,,,,17.1507,364.5,14.58022,332.75,,,,,,,,,,
,,,,18.9939,383.75,16.15927,364.5,,,,,,,,,,
,,,,19.8546,399.75,17.8694,383.75,,,,,,,,,,
,,,,22.5208,426,19.15862,399.75,,,,,,,,,,
,,,,24.2621,443.25,19.29556,426,,,,,,,,,,
,,,,26.7282,471.75,19.72394,443.25,,,,,,,,,,
,,,,33.2212,526.5,22.01196,471.75,,,,,,,,,,
,,,,37.2066,585.5,23.02269,526.5,,,,,,,,,,
,,,,41.6462,636.5,27.38219,585.5,,,,,,,,,,
,,,,43.4345,684.75,28.78675,636.5,,,,,,,,,,
,,,,45.9759,743.75,29.49397,684.75,,,,,,,,,,
,,,,49.4889,777,32.40326,743.75,,,,,,,,,,
,,,,55.513,826.5,34.70349,777,,,,,,,,,,
,,,,62.0486,897.25,35.89997,826.5,,,,,,,,,,
,,,,68.3054,970.5,38.68618,897.25,,,,,,,,,,
,,,,,1051.5,42.89404,970.5,,,,,,,,,,
,,,,,1143.75,43.50221,1051.5,,,,,,,,,,
,,,,,1229.25,47.44336,1143.75,,,,,,,,,,
,,,,,,51.62503,1229.25,,,,,,,,,,
,,,,,,52.62749,1300.5,,,,,,,,,,
,,,,,,53.69158,1391,,,,,,,,,,
,,,,,,55.94418,1455,,,,,,,,,,
,,,,,,57.9776,1581,,,,,,,,,,
,,,,,,61.27077,1718.5,,,,,,,,,,
,,,,,,63.58362,1825,,,,,,,,,,
,,,,,,67.22383,1952.75,,,,,,,,,,
,,,,,,67.85718,2087,,,,,,,,,,
,,,,,,78.57732,2319.5,,,,,,,,,,
