Time,Elapsed,NVB,CTL 0 nM,TXL 5 nM,Dox 100 nM,TXL 10 nM,Dox 50 nM,TXL 20 nM,Dox 25 nM,TXL 40 nM,Dox 12.5 nM,NVB 40 nM,Cis 100000 nM,NVB 20 nM,Cis 50000 nM,NVB 10 nM,Cis 25000 nM,NVB 5 nM,Cis 12500 nM,blank
9/19/16 16:00,72,40.16435,86.28629,64.52957,42.32579,45.42399,61.4622,32.79815,86.4088,28.74331,86.52504,33.9873,17.57813,54.34057,24.57694,78.12093,27.02345,81.02369,43.20098,
9/16/16 16:00,0,11.83776,10.897,11.84028,12.70674,11.70347,12.10211,11.57104,14.03498,11.51191,13.04022,11.74804,10.20157,11.58356,16.84398,12.69382,11.04437,10.14056,10.15375,
9/16/16 18:00,2,12.82525,11.70187,12.21233,13.37447,11.78675,12.94371,11.6041,15.00721,11.64288,13.57978,12.30403,10.80394,11.53944,17.73469,13.21545,11.59152,10.9214,10.73137,
9/16/16 20:00,4,13.1313,12.23271,12.82508,14.46883,12.28905,12.85707,11.76554,15.3814,11.68824,14.46645,12.08706,11.2192,11.5622,18.54884,14.05074,12.55209,12.03165,11.45296,
9/16/16 22:00,6,13.77107,12.82628,13.45454,14.66776,13.12376,14.06237,11.81759,16.44727,11.71561,15.23062,12.09602,10.7949,12.69825,19.65119,13.82158,13.23617,12.76178,11.82135,
9/17/16 0:00,8,14.46232,14.28843,14.21519,15.09813,14.06818,15.35623,12.8274,17.21498,12.34288,15.85453,12.48941,11.14499,13.20461,19.37649,14.86999,13.59808,13.59528,13.18974,
9/17/16 2:00,10,15.33554,15.82135,15.92369,15.63552,14.96036,16.46739,13.10722,19.02459,12.05372,17.6967,13.2442,11.01174,13.43334,18.71829,16.36752,13.56389,14.38469,13.14377,
9/17/16 4:00,12,16.72023,16.42892,16.64833,16.37016,15.64244,16.09396,14.62035,19.87701,13.42057,18.67986,13.83704,11.14933,14.55213,18.99347,17.37578,14.46574,15.85768,13.30411,
9/17/16 6:00,14,17.40032,17.72518,17.65902,16.65789,16.89451,18.18406,15.45325,19.9988,13.94612,19.82635,14.6228,11.02404,15.10879,21.28342,18.80083,14.36131,16.55978,14.28549,
9/17/16 8:00,16,18.80323,19.01006,19.63524,17.14029,18.11716,18.08569,17.30036,21.56056,15.31255,21.52567,14.75031,11.18518,16.81547,19.18382,19.18341,14.91788,17.62821,14.48234,
9/17/16 10:00,18,19.6103,19.12604,21.10535,17.54949,19.17356,18.425,18.65866,23.31999,16.31866,22.01919,16.23821,11.25709,17.74657,20.2732,21.41088,15.01292,19.05017,15.04677,
9/17/16 12:00,20,21.11315,20.92627,22.26788,19.87557,21.01882,21.07913,19.97723,24.40389,17.93206,23.58123,16.87098,11.33751,19.6207,20.75969,22.8789,15.30332,19.65896,16.99882,
9/17/16 14:00,22,21.41621,22.77119,22.85626,20.63219,21.34428,21.96672,21.4458,26.27578,19.61157,24.75653,18.55412,11.59065,20.61308,21.06927,23.14135,15.51283,22.89394,18.08766,
9/17/16 16:00,24,23.07807,23.88046,23.84871,21.4372,22.62958,23.56024,21.13154,27.33412,20.089,25.72255,19.67033,11.50973,21.65343,21.25858,25.26231,14.71364,23.12435,18.33869,
9/17/16 18:00,26,25.18286,25.16161,23.86973,22.04324,23.55724,24.35968,22.25809,27.88805,20.69064,28.45867,19.93803,11.33197,22.8021,21.90435,25.74475,16.01093,24.49357,17.65497,
9/17/16 20:00,28,25.49014,27.06109,25.96233,21.65937,23.97462,25.36408,22.33565,29.21025,20.8949,30.37012,20.43003,11.75059,22.33517,21.39935,27.31542,15.92327,25.21365,18.86514,
9/17/16 22:00,30,26.11994,29.10421,27.23668,22.44391,26.35154,26.24229,23.13894,31.59739,22.05975,31.84152,20.72828,12.20565,23.95095,21.94804,28.83396,17.43565,25.65337,17.87709,
9/18/16 0:00,32,26.14337,30.29935,28.45053,22.39064,26.81545,29.10805,23.81513,33.3742,22.32153,33.34354,20.25924,12.16099,24.93238,23.83852,29.92142,18.42417,27.69973,18.74898,
9/18/16 2:00,34,28.41749,32.88889,30.63781,22.83241,27.08574,29.43385,24.8591,35.6614,23.20408,36.00026,21.37479,12.57909,24.91105,23.78277,31.6348,18.96615,30.34511,18.03878,
9/18/16 4:00,36,28.23126,35.19084,32.57708,23.40757,28.09196,28.41351,24.96819,37.35734,23.05361,38.15101,22.09587,12.53225,25.74733,24.31479,34.6532,18.12778,31.92305,19.27598,
9/18/16 6:00,38,30.03683,36.98478,33.13321,24.90205,29.66957,32.30195,25.68338,39.35749,24.41815,39.75446,23.98273,13.25336,28.39555,25.01704,35.07914,18.7871,32.06773,20.17324,
9/18/16 8:00,40,30.1655,39.35636,34.82553,25.22024,31.17271,32.55431,26.02269,41.70349,24.60139,43.72638,22.43063,13.2886,29.21254,22.96922,37.31964,19.02223,33.31239,20.82786,
9/18/16 10:00,42,30.28879,43.61472,36.49732,25.64293,31.22436,33.83367,28.14474,44.46011,23.61192,44.85539,23.43504,13.23701,30.16779,25.13572,38.96844,19.72392,35.08884,20.69837,
9/18/16 12:00,44,32.69828,42.76104,38.54567,27.39437,31.88225,35.41261,28.17919,44.90903,23.06611,47.99302,23.9572,13.20859,31.998,27.92099,42.97117,19.23155,39.38156,21.47076,
9/18/16 14:00,46,33.2108,47.52274,40.08872,26.99898,33.86735,38.15007,27.53428,48.54145,24.9451,51.15581,24.87058,13.03679,33.49004,26.54812,47.03161,20.38031,41.38319,22.22254,
9/18/16 16:00,48,34.59077,48.02271,41.38857,28.56366,34.74979,37.19065,29.28733,48.76708,24.78527,53.06074,26.15801,13.24222,33.60036,23.30085,49.07531,19.56026,45.65805,23.19768,
9/18/16 18:00,50,35.7304,52.38042,41.97263,28.86987,36.50079,39.83971,29.44785,52.93721,24.68071,56.35436,26.53236,13.65068,35.97998,25.78598,50.44051,21.13687,47.19752,24.05072,
9/18/16 20:00,52,37.83456,55.76318,44.69171,30.62821,37.73496,41.46564,30.41673,56.90894,25.60218,61.69308,27.69684,14.01344,36.77843,27.98877,52.34978,20.8548,49.97915,23.89044,
9/18/16 22:00,54,37.26047,57.10013,47.25009,31.97358,37.11864,42.94093,31.38403,60.41392,25.82385,63.38089,27.14146,13.61801,39.63861,27.00436,59.02084,21.51966,56.1589,24.90298,
9/19/16 0:00,56,37.57148,59.76381,48.9977,32.4066,37.55638,46.14763,30.19337,60.98673,26.22676,65.11505,29.61542,13.68784,36.82937,25.86188,61.12233,21.95227,56.56641,26.2583,
9/19/16 2:00,58,39.5281,64.91013,52.00859,33.9115,38.28885,46.85564,31.26225,66.83427,26.43083,69.80507,28.00102,15.45967,41.60206,29.17256,64.17293,22.79318,61.45255,27.26371,
9/19/16 4:00,60,39.5322,69.62994,52.6732,34.3704,40.39401,48.5322,31.80904,69.7006,28.06113,72.55594,29.76601,14.70421,42.66563,26.38137,67.45454,22.91998,62.85454,28.49321,
9/19/16 6:00,62,41.21691,72.61106,56.29313,35.24702,42.34152,52.91892,31.73287,70.87807,27.19526,77.73533,31.59729,13.35699,45.27802,28.70437,66.97881,23.33312,68.64009,28.61056,
9/19/16 8:00,64,41.34075,75.81403,57.92111,36.25208,43.25835,52.60031,32.76841,75.23031,26.75115,77.7654,30.70228,13.54741,45.71034,28.75387,72.78011,24.44656,69.63994,29.45118,
9/19/16 10:00,66,44.15108,80.68819,57.977,39.3305,46.19168,55.34774,34.6529,75.40635,28.67605,79.90849,33.15237,15.53178,47.39011,29.6474,77.51402,26.55515,71.98743,32.57163,
9/19/16 12:00,68,45.37062,83.34461,62.23517,41.00157,46.67958,56.14497,34.44712,79.92822,28.35783,84.00721,33.78448,15.46527,51.49976,32.37252,77.09444,25.80398,72.57075,34.78542,
9/19/16 14:00,70,44.87925,86.32413,63.6542,43.25766,48.99849,61.99366,36.90776,82.8952,30.34474,85.08174,35.04199,16.70797,53.69279,32.77686,82.14687,26.67928,78.65683,36.65823,
9/19/16 16:00,72,48.81732,87.38989,64.93617,42.45695,48.61267,60.76201,35.49976,83.50951,30.1336,88.0863,37.55964,17.22927,54.02154,32.34621,83.35796,28.32217,80.05429,38.31297,
