Date Time,Elapsed,Blank,Control,JNK-IN-7 0.125,U0126 3.13,JNK-IN-7 0.25,U0126 6.25,JNK-IN-7 0.5,U0126 13,JNK-IN-7 1,U0126 25,JNK-IN-7 2,U0126 50,JNK-IN-7 4,U0126 100,JNK-IN-7 8,U0126 200,JNK-IN-7 10,Blank,Control,R428 0.13,Erlotinib 0.0005,R428 0.25,Erlotinib 0.001,R428 0.5,Erlotinib 0.004,R428 1,Erlotinib 0.012,R428 2,Erlotinib 0.037,R428 3,Erlotinib 0.111,R428 6,Erlotinib 0.333
11/19/2017 10:10,45,0.0092,20.421,20.1493,21.1536,20.1325,16.8851,16.305,19.5761,21.7916,18.443,10.5437,8.9835,6.4629,5.7233,3.2571,5.1381,7.0644,0.0083,24.3399,22.7231,23.3202,22.7342,18.1826,22.4449,23.7196,16.7307,20.6795,11.2766,15.9008,8.9923,16.0069,3.7753,12.9913
11/19/2017 13:10,48,0.0252,23.8292,23.4281,23.8582,23.5223,19.5866,18.1601,21.7846,24.1359,19.9145,11.6229,9.1572,6.4702,5.3428,3.2689,5.0195,7.7642,0.0247,27.2637,26.317,25.8374,25.6635,19.7317,25.204,27.4494,19.273,21.3146,11.8626,16.1497,8.6849,16.5096,3.686,13.1286
11/19/2017 16:10,51,0.0195,27.1177,26.5565,26.9172,26.3198,22.5648,21.7167,24.4798,27.717,21.1247,12.6014,9.0424,5.9087,5.2307,3.1211,5.2185,7.1174,0.0162,30.1397,29.2396,29.4293,28.7385,23.2342,28.1116,30.7944,20.4351,22.7195,12.6729,16.4847,9.2111,16.8121,3.6313,13.1137
11/19/2017 19:10,54,0.0209,30.3498,30.0889,30.7701,30.0383,25.5563,24.0037,27.7089,30.3632,23.2477,13.4332,9.6055,6.5099,5.2257,3.5476,5.2297,7.9103,0.0082,33.9898,31.922,31.5039,31.2721,24.1377,31.1025,31.2635,24.4488,23.7609,12.8579,17.0284,9.7251,16.9044,3.6108,13.3149
11/19/2017 22:10,57,0.0185,35.2799,33.2339,33.8975,32.7977,28.0188,27.658,30.7712,34.5864,25.5676,14.5432,10.1036,5.976,5.1631,3.5048,5.2143,7.3713,0.0449,37.8736,35.0456,33.9456,34.5734,26.7253,33.5461,34.9843,25.8609,24.5591,13.5307,16.8324,9.3822,17.3198,3.5932,13.4958
11/20/2017 1:10,60,0.0352,38.194,37.294,38.028,36.321,31.2682,31.5428,33.9362,39.2946,28.0862,16.2878,10.3049,6.9667,5.5901,3.6406,5.0576,7.1946,0.0091,42.0954,39.955,38.0908,38.644,31.3064,37.6593,38.2145,29.2955,25.9472,14.1015,17.158,9.403,17.0989,3.7122,13.3693
11/20/2017 4:10,63,0.0281,41.4465,42.2309,41.3042,40.2709,33.8713,35.31,37.0213,42.2217,29.804,17.8472,10.7164,8.0145,5.2501,3.5238,5.0425,7.2018,0.0191,45.6597,42.2458,42.803,40.2782,38.1004,39.7193,41.6548,31.8259,26.3318,15.2835,16.8829,9.6732,17.3582,3.6762,13.3755
11/20/2017 7:10,66,0.0121,45.1537,45.4981,45.2082,44.0922,36.8726,38.2909,39.492,45.6679,31.983,18.9473,11.2047,8.6361,5.0648,3.5124,5.1828,7.7929,0.0195,49.0248,45.9002,47.39,44.5009,38.6805,43.4666,44.6442,34.5563,27.6875,16.6565,17.0323,9.7719,17.4435,3.6313,12.7863
11/20/2017 10:10,69,0.0186,47.7675,50.352,46.0274,48.0093,40.2594,41.4516,41.3656,47.5829,34.5455,21.558,11.6486,7.9415,4.9946,3.6781,5.3607,7.486,0.0142,53.2033,50.1635,50.7019,48.3851,43.0757,45.9611,45.4705,38.4781,28.0019,16.7714,17.1221,10.6054,17.17,3.6206,12.9198
11/20/2017 13:10,72,0.0223,52.4822,54.3125,49.0068,51.4071,41.5617,46.1179,43.0145,51.5999,36.8866,23.5095,11.553,5.2457,5.2309,3.8846,5.1355,7.7738,0,55.8892,53.68,58.5113,52.9325,48.1578,49.2134,48.1168,40.9942,28.5962,18.9521,16.9731,10.1532,18.0186,3.5878,13.1208
11/17/2017 13:10,0,0.0295,3.8757,3.1812,3.1935,3.223,2.2585,2.303,2.9338,3.1998,4.0017,2.9437,2.673,2.9917,3.4009,3.0003,3.8339,3.3839,0.2096,3.2777,4.2315,4.2207,3.8096,2.5203,4.2682,3.5309,4.9498,3.595,4.5423,2.9299,5.0362,3.218,4.0111,3.4113
11/17/2017 16:10,3,0.0297,3.7239,3.4986,3.6497,3.5591,2.7163,2.5327,3.6392,3.5485,4.8313,3.1113,3.102,2.8876,3.8692,2.8721,4.4556,3.076,0.1899,3.7281,4.8235,4.858,4.2623,2.8792,4.8138,3.998,5.5207,4.0784,4.5702,3.3212,5.0072,3.6918,4.3216,3.8342
11/17/2017 19:10,6,0.0311,3.8672,3.4107,4.3125,4.0045,3.3208,2.8616,4.2934,4.0456,5.7229,3.6188,3.5523,3.0767,4.3403,2.8652,5.0065,3.2866,0.2573,4.0493,5.3021,5.4449,4.6986,3.3901,5.3419,4.6971,6.1797,4.8591,4.758,3.9481,5.1133,4.212,3.9164,4.3658
11/17/2017 22:10,9,0.0139,4.246,3.7768,4.9315,4.4622,3.8977,3.1399,4.7443,4.6123,6.8508,4.0757,3.9537,3.316,4.6406,3.143,5.4465,3.3762,0.1244,4.39,5.9822,5.9041,5.3115,3.7863,6.1785,5.273,6.8996,5.5795,5.2218,4.4516,5.533,4.8889,3.9124,5.1766
11/18/2017 1:10,12,0.0138,4.7956,4.1467,5.8849,4.778,4.2078,3.5026,5.4258,5.074,7.4819,4.4594,4.2743,3.9205,5.276,3.3832,5.6347,3.7502,0.2154,5.0893,6.7754,7.2416,6.0983,4.2881,6.8569,6.2664,7.8191,6.4601,6.0515,5.248,6.269,5.6642,4.341,6.1717
11/18/2017 4:10,15,0.0335,5.6896,4.9084,6.6895,5.3143,5.0045,4.0351,6.419,5.7071,8.4229,4.7868,4.8516,4.3446,5.3759,3.5892,5.7969,3.8499,0,5.9223,7.9426,8.1369,6.9769,4.9441,8.0832,7.1579,8.844,7.7736,6.7176,6.3277,7.1042,6.7788,4.6764,7.2537
11/18/2017 7:10,18,0.0218,6.3959,5.3922,7.6462,6.3735,5.9335,4.5761,7.1067,6.7819,9.1978,5.3376,5.1664,5.0991,5.5694,3.9359,5.905,4.0371,0.0082,6.6678,9.0355,9.0766,7.8674,5.7967,9.2284,8.4813,10.055,9.0541,7.6317,7.5143,7.9525,7.4188,4.7832,7.9569
11/18/2017 10:10,21,0.0144,6.9751,6.1422,8.179,7.3439,6.3903,5.1807,7.9275,7.5227,10.2046,5.6695,5.3851,5.7838,5.6082,4.1745,5.9243,4.1946,0.0115,7.7484,10.1534,10.2422,8.957,6.2983,10.2188,9.1174,10.9868,9.8463,8.4811,7.9184,8.4144,8.1454,4.5644,8.5237
11/18/2017 13:10,24,0.0187,7.9323,6.8823,8.851,7.9446,6.714,5.6568,8.4252,7.9447,11.2909,6.1744,5.6867,6.5807,5.6446,4.0308,5.8719,4.4911,0.0023,8.6736,11.5226,11.5005,9.8456,6.7703,10.9432,10.3613,11.8755,10.4897,8.8769,8.8133,9.1264,9.3124,4.5461,9.7787
11/18/2017 16:10,27,0.0151,8.8663,7.9659,9.7666,9.1217,7.5374,6.496,9.0625,8.912,12.2403,6.4273,6.1153,6.5193,5.6866,4.1724,5.8374,4.6208,0.0382,9.4541,13.1274,12.6734,11.2598,7.415,11.9642,10.9772,12.5351,11.6935,9.1084,9.6023,9.3678,9.6185,4.6727,10.4449
11/18/2017 19:10,30,0.0151,10.2832,8.7657,11.5292,10.0432,8.5958,7.5296,10.0433,10.313,13.3301,6.6965,6.3469,6.7584,5.8634,4.0558,5.9244,4.4034,0.0067,11.3997,14.7053,14.4595,12.6241,8.3853,13.619,11.9403,14.6275,12.4566,9.9775,10.3055,9.5033,10.3462,4.546,11.4688
11/18/2017 22:10,33,0.0146,11.6677,10.354,12.8795,11.774,9.5381,8.3113,11.2908,11.6332,14.2863,6.7426,6.5062,6.8442,5.7237,4.0955,5.8631,4.252,0.0258,13.3177,16.8553,17.2429,14.5617,9.6218,15.3724,13.3905,15.9251,14.3713,10.3298,10.7974,9.9559,10.7338,4.5267,11.444
11/19/2017 1:10,36,0.0455,13.251,11.7885,14.4637,13.799,10.6599,9.7955,12.8313,13.8115,15.3948,6.8866,6.8252,7.0352,5.9359,3.9849,5.4711,4.6303,0.0258,15.4994,19.37,18.3489,16.7713,10.9051,17.6163,15.1594,17.8776,15.3327,10.4347,11.7365,9.8531,11.797,4.379,12.8914
11/19/2017 4:10,39,0.0334,15.0432,13.3083,16.192,16.2778,12.0004,10.9478,14.6383,15.4622,17.0916,7.3658,7.3621,6.7491,5.8247,4.063,5.6228,4.3262,0.0126,17.502,21.5698,20.6218,19.0969,11.9029,19.9848,16.4913,19.5287,16.9302,11.381,12.3155,10.0252,12.3881,4.3919,13.3858
11/19/2017 7:10,42,0.0368,17.2319,15.2502,17.5727,18.0576,13.3613,12.1601,16.6663,17.199,17.9913,7.3425,7.7906,6.83,5.5493,4.29,5.7621,4.6044,0,18.8982,24.631,22.2294,21.9052,12.5363,21.2032,18.8767,20.8852,18.1246,11.7518,13.1628,10.0012,13.0928,4.2486,13.5524
11/19/2017 10:10,45,0.0239,19.2866,17.1482,19.3359,20.5773,14.4293,14.3688,18.1645,19.4099,19.6755,7.6127,8.207,6.6836,5.6086,4.3556,5.6087,4.7486,0.0211,21.4775,27.2002,23.8365,23.926,14.0815,22.742,19.258,22.6982,20.1317,12.3564,13.7995,10.2546,13.4927,4.2631,14.4185
11/19/2017 13:10,48,0.0581,22.1318,19.8712,22.4148,24.0173,16.1947,16.8564,19.5399,21.7851,20.9524,8.2395,8.3979,6.6031,5.3415,4.1604,5.5078,5.6035,0.0029,24.1792,31.2127,27.1025,27.0528,15.4363,25.9223,21.5559,24.1762,20.8174,13.2937,14.3871,10.3547,13.9387,4.1339,14.0972
11/19/2017 16:10,51,0.015,25.4238,22.5706,25.9125,26.6811,18.1497,19.2613,22.3941,24.9217,22.6176,8.6235,8.6104,7.42,5.275,4.1474,5.7736,4.9386,0.005,28.2405,33.3368,29.6588,29.6935,16.1364,28.9358,23.0192,27.0485,21.0761,13.5308,14.8015,11.141,13.9614,4.3311,14.7679
11/19/2017 19:10,54,0.015,28.1525,25.7481,29.0044,30.0722,20.9813,21.9584,25.1302,28.8517,24.306,9.2686,9.0432,8.2849,5.2189,4.352,5.8412,5.2605,0.0034,31.5012,37.1659,34.526,32.9283,19.6773,31.9175,25.7112,28.9837,22.5299,14.1602,15.0656,10.5586,13.8376,4.1273,14.607
11/19/2017 22:10,57,0.0154,32.3199,29.4922,33.2999,34.2531,23.9895,24.8515,27.6488,31.8916,26.6703,9.3563,9.1134,7.4315,5.2248,4.4441,5.6975,5.6588,0.0376,34.0535,42.1235,36.0181,36.9994,21.5063,35.6033,27.8914,34.9923,23.4598,15.0356,15.2557,10.6927,14.2419,4.0935,14.6541
11/20/2017 1:10,60,0.015,35.691,32.8423,36.3685,37.6675,27.8926,27.9899,30.8808,34.9832,28.8467,10.0371,9.5166,8.0554,5.2719,4.1989,5.6626,4.8183,0.006,37.8074,45.4057,39.9177,40.6273,22.6659,38.8367,32.7748,38.2957,24.2486,15.0752,15.8193,11.1767,15.1835,4.0336,14.6635
11/20/2017 4:10,63,0.0251,39.6101,36.9788,39.7903,40.1735,30.8778,31.356,34.2214,38.4373,31.0417,10.8844,10.0339,8.6758,5.3413,4.3707,5.9589,5.5653,0.0032,42.0483,49.3978,45.3484,44.2491,26.9755,43.6973,35.463,41.1841,25.1374,16.0787,15.7375,11.568,14.549,4.0956,14.7215
11/20/2017 7:10,66,0.0412,44.005,40.4067,42.8649,43.6349,34.2194,35.0095,36.8596,42.2771,33.1775,11.5302,10.011,8.8526,5.2715,4.7934,6.0635,5.306,0,44.6671,51.8443,50.3092,46.9775,31.0051,44.6375,37.6214,42.9351,25.7293,16.3942,15.6689,11.7512,14.0207,4.122,15.3192
11/20/2017 10:10,69,0.0548,47.4597,42.706,45.9252,47.6193,36.5577,37.4158,39.1734,44.0046,35.8394,12.6109,10.0209,7.7599,5.1888,4.9227,5.6613,5.3155,0,48.203,54.1628,54.8329,51.4948,33.0131,48.3764,41.9728,47.7875,27.0367,17.6427,15.9974,11.5829,14.8954,3.9263,14.8053
11/20/2017 13:10,72,0.0386,50.4556,46.5953,48.4187,50.0551,39.1151,40.5664,42.9426,48.294,38.6,13.9199,10.2581,8.1793,4.9774,4.5313,5.6681,5.5666,0.0067,52.0357,61.851,58.8245,56.0081,34.4732,59.1227,40.9327,49.4564,27.6494,19.8013,15.7592,11.4879,14.3884,3.8491,14.4113
11/17/2017 13:10,0,0.183,3.1447,3.247,3.5987,2.7818,2.1504,2.669,2.6669,3.3432,3.5006,2.7843,2.4881,3.1194,2.7393,3.9751,3.8386,3.9281,0.005,3.7668,4.0963,4.0983,3.0494,3.2425,4.566,3.2046,4.4813,4.2153,3.7436,3.2438,4.7324,3.4565,4.5408,3.1005
11/17/2017 16:10,3,0.0124,3.3656,3.513,4.2842,3.0755,2.6458,3.1217,3.2941,3.7587,4.3128,3.1625,2.878,2.9615,3.2082,3.7922,4.3341,3.5409,0.0226,4.1227,4.4807,4.6011,3.5629,3.6404,5.0358,3.903,4.7985,4.8751,3.899,3.7145,4.8936,4.1189,4.7857,3.6241
11/17/2017 19:10,6,0.0145,3.7715,3.8108,4.9652,3.4739,3.0737,3.3467,4.0313,4.2274,5.199,3.5921,3.5034,3.1467,3.73,3.709,4.7152,3.5365,0.0147,4.6911,5.0347,5.268,4.1137,4.0224,5.7321,4.3796,5.2683,5.6497,4.0893,4.2996,4.8599,4.8533,4.4069,4.1383
11/17/2017 22:10,9,0.0135,4.4495,4.3157,5.6388,3.8132,3.4835,3.6905,4.6191,4.7285,5.7288,3.9165,3.9027,3.6166,3.9299,3.8773,4.9308,3.8015,0.0054,5.2834,5.8373,5.9644,4.2857,4.7671,6.3944,5.253,6.2918,6.4679,4.5896,4.9016,5.1636,5.5089,4.3056,4.9108
11/18/2017 1:10,12,0.0185,5.051,4.8433,6.3297,4.2796,4.1007,4.1102,5.3101,5.1792,6.2516,4.3516,4.174,4.0054,4.2609,4.1554,5.1913,4.1789,0.0231,5.815,6.6615,6.5983,4.8669,5.5881,7.2618,6.0223,7.2043,7.7062,5.2297,5.6775,5.9789,6.2448,4.6811,5.7435
11/18/2017 4:10,15,0.0238,5.8182,5.637,7.4212,5.0528,4.8176,4.6922,5.9658,5.7672,7.1304,4.8099,4.5346,4.6148,4.5435,4.505,5.395,4.6662,0.0439,6.7992,7.9188,7.8911,5.6479,6.549,8.4699,7.0102,8.2013,9.0585,5.9215,6.8265,6.943,7.5697,5.0189,6.8406
11/18/2017 7:10,18,0.0262,6.5326,6.4831,8.5164,5.7102,5.5117,5.0313,6.6244,6.564,7.8872,5.275,4.9663,5.4611,4.6081,4.7954,5.3901,5.0748,0.0249,7.5384,8.9658,9.0079,6.6917,7.5043,9.5046,7.7516,9.0456,10.3673,6.6185,7.9905,8.0182,8.3914,5.282,7.4355
11/18/2017 10:10,21,0.015,7.3629,7.0478,9.3367,6.4457,6.2746,5.7914,7.4489,7.4875,8.4248,5.8019,5.3049,6.2151,4.7473,5.0749,5.595,5.3266,0.0054,8.6223,9.8236,10.1083,7.529,8.405,11.0422,8.8913,9.6047,11.7462,7.3664,8.7936,8.4244,9.5354,5.0397,8.5567
11/18/2017 13:10,24,0.0134,7.8597,7.8401,9.9988,7.1784,6.53,6.692,8.2692,8.1624,9.1649,6.3146,5.6773,7.2469,4.9777,5.3645,5.4374,5.531,0.0213,9.831,11.0742,10.8993,8.294,9.205,11.8278,9.5848,10.8451,12.8894,7.8471,9.4754,8.6745,10.1393,5.2139,8.9422
11/18/2017 16:10,27,0.0232,9.0825,8.9202,11.0629,8.1574,7.4193,7.6213,9.0209,9.015,10.0539,6.4463,5.935,7.2968,4.9535,5.3358,5.4239,5.7463,0.0271,10.9939,12.1462,12.4941,9.1818,10.4967,13.6836,10.5746,11.6557,14.0386,8.2572,10.2363,8.9312,11.2737,5.0694,9.6497
11/18/2017 19:10,30,0.0181,10.4531,10.0584,12.7431,8.9116,8.3075,8.5207,9.7377,10.368,10.8649,6.7219,6.4131,7.7468,4.8765,5.3062,5.2844,5.1234,0.0057,12.2923,13.7192,14.2092,10.8166,11.9291,15.6677,11.5141,13.0168,14.8176,8.6044,10.9847,8.916,11.8448,5.0127,10.3012
11/18/2017 22:10,33,0.0261,12.3331,11.689,14.2621,10.3524,9.2819,9.8456,11.1097,11.6602,11.6331,6.7687,6.643,7.7752,5.063,5.6004,5.1395,5.3363,0.0244,14.5037,15.4875,15.9717,12.5519,13.0334,17.5649,12.933,14.7452,16.3656,9.2016,11.7667,8.9696,12.491,4.9874,10.9404
11/19/2017 1:10,36,0.0326,13.9279,13.4372,16.0598,11.8689,10.612,11.3991,12.4915,13.3041,12.1922,7.4549,6.8504,8.0397,5.0952,5.0337,5.1954,5.3815,0.0072,16.3465,18.1869,18.3913,14.1976,15.4025,19.5715,15.1349,15.9752,18.0245,9.6825,12.7024,9.015,13.5761,4.9026,11.401
11/19/2017 4:10,39,0.0481,16.0768,14.8847,18.6088,13.9704,11.9515,12.6204,14.1435,15.3498,13.1074,8.1761,7.0835,8.9528,4.9791,5.07,5.1965,5.8592,0.0232,19.1411,20.5629,20.4991,16.7924,16.1015,21.5288,15.6838,18.041,19.9546,10.4939,13.6817,9.1335,14.1839,4.9398,12.1554
11/19/2017 7:10,42,0.0325,17.9768,16.6474,20.843,15.8971,13.571,15.1527,15.7041,17.4213,14.2748,8.7184,7.3539,9.1581,5.0601,5.2046,5.3881,5.7824,0.0424,21.3379,23.0077,22.5171,18.4857,18.4981,23.3293,18.1638,20.0647,21.1595,10.2938,14.2342,9.2057,14.5626,4.9433,12.378
11/19/2017 10:10,45,0.0134,20.851,18.8379,22.697,18.2309,15.6942,17.1956,17.9727,19.5176,15.4888,9.2155,7.7798,9.653,4.9019,5.5046,5.3262,5.087,0.0091,24.2973,25.9102,24.8979,19.9308,19.6424,27.1795,19.1442,20.3492,22.4648,10.6407,14.7056,9.2161,14.7429,4.6959,13.0339
11/19/2017 13:10,48,0.0283,23.6769,21.9115,25.4823,20.4854,17.2844,19.1127,19.2066,21.7963,16.6463,9.8386,7.7425,9.6242,4.9515,5.1374,5.5282,5.457,0.0218,26.0531,29.3028,28.216,22.7229,21.7748,29.1544,20.4668,23.4185,23.3554,11.441,15.2743,9.4557,15.251,4.6806,13.3297
11/19/2017 16:10,51,0.0147,27.0351,25.2505,28.5384,23.375,19.5093,21.9628,22.1932,24.1195,17.7062,10.5671,7.9855,9.5473,4.9293,5.3785,5.4698,5.6837,0.0236,31.5926,31.911,30.83,26.4176,25.2397,32.9132,23.2629,26.8036,25.2528,12.1546,15.5305,9.1559,15.8135,4.6601,13.2239
11/19/2017 19:10,54,0.0138,29.9202,28.3425,33.5588,26.8772,22.8401,24.6024,24.458,27.7662,19.0424,11.8742,8.0735,8.9802,4.7592,5.331,5.4727,5.7512,0.0257,34.1472,36.1503,32.5647,29.2778,26.0938,36.1499,26.8236,29.3287,25.7608,12.8665,15.7998,9.4578,16.196,4.5821,13.2529
11/19/2017 22:10,57,0.0365,34.139,30.7475,37.1009,29.3981,25.4593,27.9865,27.676,30.8418,20.7464,12.7899,8.8832,9.5968,4.7995,5.7285,5.4157,6.3268,0.0051,37.7967,38.9302,37.0618,33.2001,29.9209,39.9276,31.4141,31.6957,27.7878,13.8154,16.404,10.086,15.7247,4.4843,13.0296
11/20/2017 1:10,60,0.0418,37.2307,34.3805,39.87,34.2347,28.8701,31.1298,30.4743,34.6847,21.9089,14.0973,9.3371,9.6945,4.7066,5.8013,5.488,5.881,0.0055,41.3269,43.4837,40.0592,36.1656,35.3812,43.0834,32.4577,35.9018,27.795,14.3287,16.7048,9.9753,15.6844,4.4367,12.9058
11/20/2017 4:10,63,0.0158,39.9095,37.8864,44.7081,37.2478,31.5769,33.9395,34.0362,38.0686,25.062,15.7307,9.5343,10.1057,4.7264,5.8834,5.3859,5.882,0.0238,47.958,47.1627,44.9159,38.4266,39.4199,45.5444,34.7833,39.9671,28.7036,15.1286,16.6676,10.0515,15.8451,4.6156,13.152
11/20/2017 7:10,66,0.0172,44.0998,42.6813,46.9096,39.9047,34.3979,38.0264,36.6456,42.0068,25.9844,17.4241,9.2845,9.499,4.8264,5.7058,5.562,6.0297,0.0054,50.2062,51.8115,48.1815,41.9259,44.1484,47.1236,37.9387,44.3857,30.037,15.7714,16.991,10.3026,16.0822,4.5578,13.2814
11/20/2017 10:10,69,0.0369,47.819,46.8103,50.5968,43.5605,36.6786,41.2182,39.894,45.1757,28.6955,19.1038,9.9072,9.5307,4.8782,6.1037,5.4954,6.5658,0.0058,54.694,54.1773,58.8019,45.7822,48.0177,52.3894,39.7966,49.5138,31.3715,17.1108,17.3155,10.1422,16.1537,4.4205,13.2656
11/20/2017 13:10,72,0.0207,52.5253,50.8184,53.0201,47.8249,38.8085,44.1253,41.1933,48.1925,30.4525,20.2897,9.8475,10.3254,4.7402,6.4985,5.5196,5.6898,0.012,56.0743,57.197,58.1763,48.3307,52.6611,57.1376,42.5268,49.476,32.8708,17.3508,17.5842,10.3931,15.4528,4.3032,12.8782
