IC50s,hill_log__,Emin_growth_interval__,Emax_death_log__,hill,Emin_growth,Emax_death
1.0042788455512743,1.713845813458327,0.49740331439440627,-1.7292880471735912,5.550265771998198,0.0195882405604266,0.17741067304797842
1.0042788455512743,1.713845813458327,0.49740331439440627,-1.7292880471735912,5.550265771998198,0.0195882405604266,0.17741067304797842
1.0042788455512743,1.713845813458327,0.49740331439440627,-1.7292880471735912,5.550265771998198,0.0195882405604266,0.17741067304797842
1.5264587430419454,0.82351607258097,-0.7795323793615399,-5.963025801559113,2.278497131049425,0.009904251349608022,0.0025721174686169947
1.6082690182338208,0.5722290519587078,-0.8185362415682296,-6.000198884676833,1.772213006804179,0.009641345599931132,0.0024782592398611657
1.6010393165440153,0.5352240973231163,-0.7925878275077806,-6.141359073649404,1.7078309197115558,0.00981581841259422,0.0021519969076496566
1.7225577274889612,0.1909764227254377,-0.7978988814516906,-5.741977261821625,1.2104309130828885,0.009779967156058795,0.0032084181167626228
1.6491901975223793,0.5093785942976281,-0.9749915490481624,-6.019555377844486,1.6642566949566224,0.008627431031108036,0.0024307501201520283
1.6587201946314827,0.4463401560170185,-0.8343030530284238,-5.977739264161912,1.5625828981186796,0.009536183425303133,0.002534549767651714
1.5853494508792,0.36348457986932653,-0.7138169328671594,-6.25998509426252,1.4383326774564242,0.01035581358356619,0.001911274285373064
1.4912269274920413,0.9224063056695602,-0.551692439722972,-5.838613907943937,2.5153357802396,0.011512362936414314,0.002912877345068738
1.4658568851857068,1.1437620793328829,0.4091510354924325,-4.998866305458615,3.138553670558402,0.018927855312222266,0.006745590104473282
1.3962737300988695,1.2609231777708456,0.5306780708254432,-5.258801915080881,3.5286775808606943,0.019833699290959333,0.005201532865118088
1.386112060219716,1.1910950272499587,0.5706215446878781,-5.260842895249595,3.2906826223419223,0.02012555730051891,0.005190927466079518
1.3901672017865043,1.1271201886963198,1.5811886126514378,-4.467978191799596,3.0867544178542277,0.026125242842482375,0.011470483539985263
1.3893188215042687,1.3174182088235349,0.19790190586311096,-5.499200117639961,3.733769110409503,0.017303410849089877,0.004090041682578134
1.3891875138724146,1.5519806532658222,0.32865847047853847,-5.532833454871818,4.720811219018136,0.018315137178038978,0.003954767543364358
1.3816832425937258,1.456431215980121,0.34250407259503446,-5.326117858964269,4.290619877022218,0.01842115790281934,0.004862911925041
1.4194726529737196,0.9939453907037237,0.3287838961732486,-5.230194844964912,2.7018734174149124,0.018316098695812553,0.005352482296825669
1.37547644242338,1.424671050012663,1.8447722867698466,-4.39833679678521,4.156490340403556,0.027200632421734896,0.012297776604747186
1.4176957038746938,1.314591637364018,1.7687983044668036,-4.315058840869177,3.7232302466480482,0.026910707192189326,0.01336576300987692
1.4176957038746938,1.314591637364018,1.7687983044668036,-4.315058840869177,3.7232302466480482,0.026910707192189326,0.01336576300987692
1.3921882089067144,1.2776436165289458,1.8381400005529338,-4.281857491077081,3.5881746405786847,0.027175950270953823,0.013816973330874085
1.4060172325965672,1.237681726867971,1.393800377902914,-4.409952108783641,3.4476116876488065,0.025237745152647432,0.012155760470129805
1.4307564452150443,1.3157548009623485,1.3985447121023407,-4.372689251494589,3.727563492187334,0.025261514925822834,0.012617263906769705
1.4971391461323664,0.9939517768268441,1.2056359337335891,-4.426604386040445,2.7018906719663067,0.02424006481366374,0.011955015446245412
